wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
49,3,1,13,97,1170,2,12,46,0.7152777779999999,378,0.333333333,1,0.258064516,0.121088435,1,1,6.653061224,2,0.9592,0
5,3,0,8,31,2,1,8,3,0.5,122,1.0,1,0.8,0.4,0,0,23.0,3,1.2,2
2,5,0,4,7,0,2,2,2,0.0,25,1.0,1,0.944444444,0.666666667,0,0,11.0,1,0.5,0
3,5,0,4,8,0,1,3,3,0.5,32,1.0,2,0.894736842,0.5555555560000001,0,0,9.0,1,0.6667,0
2,1,0,2,19,1,1,1,2,2.0,121,0.0,0,0.0,0.666666667,0,0,59.5,13,6.5,0
7,2,0,8,16,0,3,5,5,0.333333333,67,1.0,2,0.538461538,0.35714285700000004,1,1,8.285714286000001,1,0.8571,0
10,3,0,16,22,43,2,14,8,0.333333333,93,1.0,0,0.826086957,0.4,1,1,8.2,1,0.8,0
3,1,0,5,3,3,4,1,3,2.0,3,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,0
2,2,0,3,6,1,0,3,2,2.0,14,0.0,0,0.833333333,0.666666667,0,0,6.0,1,0.5,0
10,3,0,4,14,33,1,4,10,0.222222222,58,1.0,0,0.7241379309999999,0.6,2,5,4.7,1,0.8,0
1,5,0,2,2,0,1,1,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,0,0.0,0
13,0,0,16,43,74,2,15,9,0.8611111109999999,223,1.0,2,0.0,0.21978022,0,0,15.92307692,2,1.1538,0
9,1,0,5,16,36,2,3,9,2.0,69,0.0,0,0.0,0.194444444,0,0,6.666666667,1,0.8889,0
4,1,2,4,8,0,2,2,4,0.0,28,1.0,0,0.0,0.75,0,0,5.75,1,0.75,0
17,1,0,84,17,136,80,7,17,2.0,17,0.0,0,0.0,0.222222222,0,0,0.0,1,1.0,1
1,1,0,0,2,0,0,0,1,2.0,22,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
3,2,0,7,6,0,4,4,3,0.0,24,1.0,0,0.928571429,0.666666667,0,0,6.666666667,1,0.6667,0
11,1,0,16,45,33,3,14,5,0.72,302,1.0,2,0.0,0.3,0,0,26.0,5,2.0909,0
5,0,0,8,20,0,2,6,3,0.0,72,1.0,0,0.0,0.5,0,0,13.2,1,0.8,0
11,1,0,6,29,17,1,6,8,0.6333333329999999,160,1.0,1,0.0,0.303030303,0,0,13.27272727,5,1.3636,0
2,5,0,2,7,0,1,1,2,0.0,25,1.0,0,0.944444444,0.666666667,0,0,11.0,1,0.5,0
82,1,1,22,143,2897,4,18,77,0.954938272,935,1.0,1,0.0,0.114446529,0,0,9.914634146000001,26,1.4512,0
10,3,0,11,17,33,3,11,9,0.5555555560000001,79,1.0,0,0.666666667,0.266666667,1,1,6.7,3,1.1,1
5,2,0,7,14,2,3,7,3,0.625,112,1.0,3,0.692307692,0.533333333,0,0,20.6,1,0.8,0
9,1,0,7,12,0,1,6,9,0.25,87,1.0,1,0.0,0.4166666670000001,0,0,8.444444444,1,0.6667,0
6,1,0,8,12,15,1,7,6,2.0,37,0.0,0,0.0,0.5,0,0,5.166666667,1,0.8333,0
3,1,0,2,3,3,2,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,3,0,4,17,8,0,4,5,0.25,98,1.0,0,0.902439024,0.45,0,0,18.4,4,1.8,0
13,1,1,7,24,66,2,5,11,0.770833333,113,1.0,2,0.0,0.3,0,0,7.384615385,3,1.1538,1
5,3,0,15,27,0,2,15,2,0.583333333,105,1.0,1,0.8,0.5,1,1,19.4,3,1.0,0
7,2,0,1,17,0,1,0,7,0.25,83,1.0,0,0.692307692,0.7142857140000001,0,0,10.57142857,1,0.5714,0
34,2,0,18,72,475,6,17,28,0.848484848,600,1.0,0,0.304347826,0.123376623,1,1,16.38235294,2,1.1471,0
5,1,0,6,27,0,2,5,4,0.5,153,1.0,1,0.0,0.44,0,0,29.2,5,1.8,0
11,1,0,14,51,23,1,13,7,0.75,413,1.0,1,0.0,0.42,0,0,36.0,15,3.0,0
1,1,0,4,1,0,4,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,1,0,7,11,0,1,6,2,0.0,60,1.0,1,0.0,0.6,0,0,28.0,1,0.5,0
4,3,0,12,16,0,2,12,1,0.5555555560000001,59,1.0,1,0.833333333,0.4,1,1,13.0,1,0.75,0
5,1,0,1,16,4,0,1,5,0.0,62,1.0,0,0.0,0.6,0,0,11.2,2,1.0,0
4,1,0,5,15,0,1,5,4,0.5555555560000001,68,1.0,2,0.0,0.5,0,0,15.25,1,0.75,0
3,1,0,4,9,1,1,3,3,0.0,47,1.0,0,0.0,0.5,0,0,14.33333333,2,1.0,0
4,4,12,33,8,6,33,0,4,1.333333333,21,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
6,2,0,5,17,0,1,4,4,0.0,80,1.0,0,0.583333333,0.444444444,1,1,12.16666667,3,1.1667,0
1,4,2,3,2,0,3,0,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,0,0.0,0
1,1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,2,0,6,4,0,3,4,1,2.0,11,0.0,0,1.0,1.0,0,0,10.0,0,0.0,0
19,2,0,10,23,165,6,6,15,0.833333333,105,1.0,1,0.604651163,0.273684211,1,3,4.473684211,1,0.8947,0
25,1,0,11,63,230,0,11,22,0.65,316,1.0,2,0.0,0.13,0,0,11.44,3,1.04,1
5,2,0,5,13,0,0,5,4,0.0,63,1.0,1,0.636363636,0.45,1,1,11.4,1,0.8,0
2,1,0,1,7,1,1,0,2,2.0,37,0.0,0,0.0,0.5,0,0,17.5,3,1.5,0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,2,0,5,19,0,1,5,3,0.583333333,78,1.0,2,0.636363636,0.466666667,1,1,14.0,2,1.0,0
1,1,0,12,1,0,11,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
10,1,0,4,32,41,2,2,8,0.5555555560000001,217,1.0,0,0.0,0.55,0,0,20.5,1,0.8,0
1,1,0,126,1,0,125,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
17,2,0,9,56,84,4,8,11,0.739583333,304,1.0,0,0.318181818,0.25,1,1,16.52941176,4,1.4118,0
3,1,0,1,5,3,0,1,3,2.0,13,0.0,0,0.0,0.5555555560000001,0,0,3.333333333,1,0.6667,0
3,5,0,2,6,3,1,1,3,2.0,16,0.0,0,1.0,0.7777777779999999,0,0,4.333333333,0,0.0,0
1,1,0,6,1,0,4,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
6,3,1,6,10,3,2,5,5,0.4,33,1.0,1,0.761904762,0.3666666670000001,1,1,4.333333333,1,0.8333,0
2,3,0,3,4,0,1,3,2,0.0,16,1.0,0,0.985915493,0.666666667,1,1,6.5,1,0.5,0
11,2,16,26,22,37,18,9,7,0.7333333329999999,115,1.0,1,0.4375,0.309090909,1,1,9.181818182,2,0.9091,0
10,1,2,9,18,9,4,7,10,0.666666667,86,1.0,3,0.0,0.28571428600000004,0,0,7.3,3,1.2,0
2,3,0,3,4,0,1,3,2,0.0,16,1.0,0,0.985915493,0.666666667,1,1,6.5,1,0.5,0
10,4,0,9,41,17,1,9,3,0.666666667,218,1.0,1,0.771428571,0.296296296,2,4,20.5,3,1.1,0
7,1,0,7,27,9,0,7,4,0.75,110,1.0,0,0.0,0.4,0,0,14.42857143,2,0.8571,0
1,1,0,4,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
6,3,0,6,17,9,1,6,3,0.6,88,1.0,0,0.8,0.3666666670000001,1,1,13.5,3,1.1667,0
3,3,0,4,6,3,1,4,2,2.0,16,0.0,0,0.941176471,0.5,1,1,4.333333333,1,0.3333,0
15,1,0,4,59,105,4,1,13,2.0,518,0.0,0,0.0,0.28,0,0,33.53333333,5,1.5333,0
6,3,1,6,10,0,2,5,6,0.0,46,1.0,1,0.933333333,0.5555555560000001,1,1,6.5,1,0.8333,0
5,2,0,9,21,0,1,8,3,0.25,84,1.0,2,0.636363636,0.4,1,1,15.4,1,0.8,0
3,5,0,2,6,3,1,1,3,1.5,17,1.0,0,1.0,0.7777777779999999,0,0,4.333333333,0,0.0,0
7,1,0,5,11,7,2,4,5,0.7222222220000001,54,1.0,1,0.0,0.28571428600000004,0,0,6.285714286,1,0.8571,0
1,4,2,3,2,0,3,0,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,0,0.0,0
4,3,0,9,8,2,2,9,2,0.7777777779999999,33,1.0,1,0.857142857,0.4,0,0,6.5,1,0.5,0
13,3,0,5,27,36,1,5,11,0.5,129,1.0,0,0.65625,0.326923077,2,7,8.846153846,3,1.3077,0
2,1,0,5,2,1,4,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
32,1,0,10,65,386,1,9,29,0.82078853,382,1.0,2,0.0,0.165625,0,0,10.65625,4,1.1875,0
39,1,0,5,97,729,2,3,38,0.9,611,0.6,0,0.0,0.121052632,0,0,14.53846154,2,1.0,0
5,0,0,12,18,0,2,10,2,0.55,87,1.0,3,0.0,0.5,0,0,15.4,1,0.4,0
0,1,0,1,0,0,1,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
8,1,0,4,16,28,0,4,8,2.0,40,0.0,0,0.0,0.166666667,0,0,4.0,1,0.875,0
6,3,0,6,16,0,2,6,6,0.6,86,1.0,2,0.933333333,0.444444444,1,1,12.83333333,1,0.8333,0
9,1,0,1,26,36,1,0,9,2.0,81,0.0,0,0.0,0.111111111,0,0,8.0,1,0.8889,1
19,1,0,27,55,121,4,27,8,0.7638888890000001,299,1.0,2,0.0,0.191919192,0,0,14.52631579,5,1.5263,0
5,2,0,8,13,0,3,5,4,0.0,64,1.0,1,0.636363636,0.45,1,1,11.6,1,0.8,0
12,3,0,16,28,52,6,15,12,0.681818182,136,1.0,2,0.620689655,0.194444444,1,1,10.16666667,2,1.0,0
13,2,0,10,34,26,1,9,9,0.5555555560000001,209,1.0,2,0.388888889,0.307692308,1,1,14.84615385,8,1.3846,0
7,1,0,9,35,21,6,4,4,2.0,161,0.0,0,0.0,0.317460317,0,0,22.0,6,1.5714,0
14,3,0,8,23,35,3,7,13,0.153846154,98,1.0,0,0.636363636,0.339285714,2,8,5.928571429,2,0.9286,0
6,2,0,12,21,5,2,10,3,0.6,70,1.0,2,0.583333333,0.4166666670000001,1,1,10.33333333,1,0.8333,0
13,0,0,16,29,52,4,13,4,0.854166667,120,1.0,1,0.0,0.202380952,0,0,7.923076922999999,2,1.0,0
7,1,0,12,62,5,1,11,2,0.75,359,0.75,1,0.0,0.361111111,0,0,49.71428571,13,2.5714,0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
0,1,0,3,0,0,2,1,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
9,1,7,11,17,24,7,4,5,0.375,118,1.0,2,0.0,0.444444444,0,0,11.88888889,2,1.0,0
1,1,0,1,1,0,1,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
9,3,0,8,20,24,2,6,8,0.5,95,1.0,0,0.666666667,0.291666667,1,1,9.444444444,1,0.8889,0
9,4,0,4,14,36,0,4,8,2.0,50,0.0,0,0.911764706,0.305555556,1,2,4.555555556,1,0.6667,0
3,1,0,3,8,0,1,2,3,0.5,29,0.0,0,0.0,0.666666667,0,0,8.0,1,0.6667,0
3,2,0,5,18,3,2,3,3,2.0,65,0.0,0,0.875,0.4166666670000001,0,0,20.66666667,4,1.6667,0
3,1,0,3,8,0,1,2,3,0.5,29,0.0,0,0.0,0.666666667,0,0,8.0,1,0.6667,0
2,1,0,18,2,1,18,0,2,2.0,2,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,0
11,1,0,7,55,35,2,5,7,0.566666667,380,1.0,0,0.0,0.35714285700000004,0,0,33.27272727,5,2.0,0
1,1,0,1,1,0,1,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,1,0,2,3,1,0,2,2,2.0,7,0.0,0,0.0,0.75,0,0,2.5,1,0.5,0
7,1,0,18,19,15,15,3,6,0.666666667,159,1.0,0,0.0,0.25,0,0,21.57142857,1,0.7143,0
3,3,0,5,10,0,1,5,1,0.0,30,1.0,1,0.882352941,0.5555555560000001,1,1,8.666666667000001,1,0.6667,0
3,1,0,34,3,3,33,2,3,2.0,3,0.0,0,0.0,0.5555555560000001,0,0,0.0,1,1.0,0
8,2,0,14,17,0,8,7,6,0.571428571,69,1.0,1,0.5,0.3,1,1,7.375,2,1.0,0
5,3,0,17,27,0,2,17,3,0.4,133,1.0,2,0.75,0.36,1,1,24.6,2,1.0,0
6,3,0,10,43,3,3,10,3,0.6,204,1.0,1,0.75,0.305555556,1,1,32.66666667,6,1.6667,0
5,3,0,13,20,8,1,12,2,0.5,66,1.0,0,0.913043478,0.472222222,0,0,12.0,1,0.4,0
4,2,0,13,9,6,8,5,4,2.0,25,0.0,0,0.896551724,0.5,1,1,5.25,1,0.75,0
3,1,0,4,6,1,1,3,3,0.0,31,1.0,1,0.0,0.5,0,0,9.0,1,0.6667,0
14,4,0,8,39,51,1,8,7,0.7307692309999999,240,1.0,1,0.692307692,0.307692308,1,1,15.71428571,6,1.7143,1
8,1,25,26,13,8,25,1,6,0.666666667,94,1.0,0,0.0,1.0,0,0,10.375,1,0.875,1
2,5,0,1,7,0,1,0,2,0.666666667,49,1.0,0,0.944444444,0.75,1,1,22.0,2,1.0,0
6,2,0,1,14,0,1,0,6,0.0,52,1.0,0,0.692307692,0.5,0,0,7.5,1,0.6667,0
14,2,4,15,34,73,11,7,9,0.641025641,159,1.0,0,0.6756756759999999,0.1875,1,3,10.14285714,3,1.0714,0
2,6,0,5,10,0,1,4,1,0.0,42,1.0,0,0.954545455,0.6,1,1,19.5,3,1.5,0
1,5,0,1,2,0,0,1,1,2.0,6,1.0,0,1.0,1.0,0,0,4.0,0,0.0,0
7,2,0,12,28,13,2,10,4,0.583333333,112,1.0,0,0.583333333,0.458333333,1,1,14.71428571,2,1.0,0
2,4,0,3,4,1,2,1,2,2.0,12,1.0,0,1.0,0.833333333,0,0,4.5,0,0.0,0
8,3,0,12,30,0,1,12,5,0.642857143,114,1.0,1,0.666666667,0.314285714,1,1,12.75,2,0.875,0
2,1,0,7,2,1,6,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
3,1,0,1,41,3,0,1,2,2.0,221,0.0,0,0.0,0.333333333,0,0,72.66666667,1,0.6667,0
3,1,0,35,3,3,32,4,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
3,1,0,3,9,0,1,2,3,0.0,31,1.0,0,0.0,0.5,0,0,9.0,1,0.6667,0
8,1,0,1,36,0,1,0,8,0.14285714300000002,190,1.0,0,0.0,0.333333333,0,0,22.5,4,1.875,0
6,3,0,8,37,3,1,8,4,0.666666667,151,1.0,1,0.75,0.305555556,1,1,23.66666667,1,0.8333,0
6,1,0,6,10,7,1,6,5,0.6,45,1.0,0,0.0,0.533333333,0,0,6.166666667,2,0.6667,0
4,1,0,1,4,6,1,0,4,2.0,4,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
3,1,0,3,4,3,1,2,3,2.0,10,0.0,0,0.0,0.666666667,0,0,2.333333333,1,0.6667,0
5,3,0,12,28,0,1,12,3,0.25,103,1.0,1,0.75,0.4,1,1,19.2,1,0.8,0
5,3,0,9,9,0,1,8,4,0.25,42,1.0,0,0.842105263,0.45,1,1,7.2,1,0.6,0
3,3,0,10,25,0,1,10,2,0.0,134,1.0,0,0.913043478,0.5,1,1,43.33333333,2,1.0,0
5,1,0,2,10,8,0,2,5,0.5,57,1.0,0,0.0,0.3,0,0,10.2,2,1.0,0
4,5,0,1,13,0,0,1,3,0.833333333,47,1.0,0,0.894736842,0.5,0,0,10.25,2,0.75,0
8,3,0,13,32,0,1,13,5,0.642857143,115,1.0,1,0.666666667,0.314285714,1,1,12.875,2,0.875,0
15,2,0,20,44,75,2,19,10,0.7857142859999999,218,1.0,4,0.35,0.214285714,1,1,13.06666667,6,1.2,0
2,1,0,4,4,0,3,1,2,0.75,25,0.0,1,0.0,0.625,0,0,9.5,1,0.5,0
16,2,0,12,42,50,1,11,11,0.780952381,245,0.7142857140000001,4,0.35,0.255555556,1,1,13.875,4,1.0625,0
6,1,0,8,20,15,6,4,5,2.0,82,0.0,0,0.0,0.583333333,0,0,12.66666667,2,1.5,0
4,1,0,5,14,0,1,5,4,0.5555555560000001,85,1.0,2,0.0,0.5,0,0,19.5,1,0.75,0
6,3,0,9,11,3,2,9,3,0.666666667,43,1.0,1,0.75,0.28,0,0,5.666666667,1,0.6667,0
22,3,0,15,42,211,12,6,18,0.8968253970000001,187,1.0,2,0.3,0.227272727,0,0,7.227272727000001,2,1.0909,0
7,2,0,6,11,0,1,5,6,0.708333333,51,1.0,0,0.166666667,0.333333333,0,0,5.714285714,1,0.7143,0
2,1,0,5,6,0,0,5,2,0.0,30,1.0,2,0.0,0.625,0,0,13.0,1,0.5,0
5,2,0,7,9,4,4,5,5,0.666666667,42,1.0,1,0.896551724,0.45,0,0,6.8,1,0.6,0
9,2,0,16,23,30,5,13,9,0.625,89,1.0,0,0.636363636,0.27777777800000003,1,1,8.777777777999999,1,0.8889,0
6,2,16,20,9,3,16,4,4,0.4,27,1.0,1,0.583333333,0.444444444,1,1,3.333333333,1,0.8333,0
9,1,0,99,9,36,95,6,9,2.0,9,0.0,0,0.0,0.444444444,0,0,0.0,1,1.0,0
5,3,0,10,20,0,2,10,1,0.5625,74,1.0,1,0.833333333,0.375,1,1,13.0,1,0.6,0
35,2,0,23,60,523,4,23,33,0.92081448,339,1.0,1,0.29787234,0.15294117599999998,1,1,8.314285714,2,0.9714,0
12,1,0,10,35,6,4,6,11,0.409090909,313,1.0,1,0.0,0.305555556,0,0,24.91666667,8,2.5,0
5,3,0,6,22,10,1,5,3,2.0,68,0.0,0,0.7894736840000001,0.5,0,0,12.6,2,1.0,0
5,3,0,5,10,8,1,5,4,0.5,36,1.0,0,0.842105263,0.36,1,1,6.0,1,0.6,0
2,4,0,3,6,0,3,0,2,0.0,20,1.0,0,0.944444444,0.75,0,0,8.5,1,0.5,0
2,3,0,4,4,0,1,4,2,0.0,16,1.0,1,0.985915493,0.666666667,1,1,6.5,1,0.5,0
14,3,0,9,38,59,1,9,9,0.692307692,250,1.0,0,0.65625,0.243589744,2,4,16.71428571,3,1.3571,0
5,2,2,7,8,4,3,4,3,0.25,37,1.0,0,0.7777777779999999,0.4,0,0,6.2,2,1.2,0
2,5,1,3,10,0,1,2,1,0.0,44,1.0,0,0.952380952,0.75,1,1,20.0,2,1.0,0
2,1,0,6,9,0,1,5,2,0.0,48,1.0,1,0.0,0.6,0,0,21.5,1,0.5,0
2,3,0,6,7,0,1,6,2,0.0,24,0.0,1,0.9375,0.6,0,0,10.5,1,0.5,0
15,1,0,10,75,105,10,0,9,2.0,591,0.0,0,0.0,0.276190476,0,0,38.4,11,3.4667,0
18,1,0,44,64,147,40,4,17,0.8235294120000001,404,1.0,0,0.0,0.13529411800000002,1,1,21.38888889,6,2.6667,0
56,1,0,13,88,1436,0,13,45,0.675757576,634,1.0,0,0.0,0.125757576,0,0,10.21428571,6,1.1071,0
18,2,0,15,52,103,2,13,11,0.757352941,287,1.0,4,0.333333333,0.170588235,1,1,14.5,3,1.0,0
4,3,0,13,25,4,1,13,2,0.666666667,129,1.0,0,0.8,0.666666667,0,0,31.0,3,1.5,0
1,1,0,10,1,0,10,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,1,0,6,6,0,0,6,2,0.0,38,1.0,3,0.0,0.6,0,0,16.5,1,0.5,0
9,3,0,4,12,30,1,4,9,0.25,50,1.0,0,0.75,0.5555555560000001,2,5,4.444444444,1,0.7778,0
3,1,0,1,5,3,0,1,3,2.0,14,0.0,0,0.0,0.583333333,0,0,3.666666667,1,0.6667,0
20,3,0,18,53,126,4,17,14,0.782894737,299,1.0,2,0.672727273,0.16,1,1,13.55,2,1.05,0
1,2,0,4,2,0,2,2,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
3,1,0,8,3,3,6,2,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
5,1,0,6,15,10,6,0,5,2.0,82,0.0,0,0.0,0.5,0,0,15.4,4,2.8,0
2,1,0,6,8,1,0,6,2,2.0,23,0.0,0,0.0,0.75,0,0,10.5,1,0.5,0
5,3,0,14,29,0,1,14,2,0.5,129,1.0,1,0.833333333,0.4375,1,1,24.4,5,1.4,0
2,1,1,5,6,1,3,2,2,2.0,21,0.0,0,0.0,0.75,0,0,9.5,1,0.5,0
9,2,2,8,17,0,4,4,6,0.125,68,1.0,1,0.5,0.481481481,1,1,6.444444444,1,0.7778,0
1,1,0,1,1,0,1,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
6,3,0,6,19,9,2,6,4,0.6,68,1.0,0,0.807692308,0.375,2,4,10.16666667,2,1.0,0
10,2,0,11,24,1,1,10,6,0.638888889,126,1.0,3,0.466666667,0.27777777800000003,1,1,11.2,2,0.9,0
3,3,0,3,6,3,1,3,2,2.0,16,0.0,0,0.8888888890000001,0.5555555560000001,1,1,4.333333333,1,0.6667,0
5,1,0,7,11,8,1,7,5,0.5,44,1.0,1,0.0,0.466666667,0,0,7.6,1,0.8,0
2,1,0,2,5,1,1,1,2,2.0,16,0.0,0,0.0,0.666666667,0,0,7.0,3,1.5,0
9,2,1,7,25,6,2,5,6,0.25,130,1.0,0,0.466666667,0.361111111,1,1,13.33333333,2,1.0,0
32,2,1,22,76,400,2,21,25,0.8673835129999999,718,1.0,4,0.184210526,0.122767857,1,1,21.15625,3,1.4063,1
1,1,0,5,1,0,5,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,3,0,4,4,1,0,4,1,2.0,11,0.0,0,0.941176471,0.666666667,1,1,4.5,1,0.5,0
19,2,0,9,23,165,4,7,15,0.833333333,105,1.0,1,0.604651163,0.273684211,1,3,4.473684211,1,0.8947,0
6,4,0,12,49,0,1,12,3,0.4,216,0.0,0,0.807692308,0.666666667,1,1,34.66666667,1,0.8333,0
4,3,2,2,8,6,2,0,4,2.0,20,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
2,3,0,5,5,0,2,3,1,0.0,30,1.0,0,0.833333333,0.666666667,1,1,13.5,2,1.0,0
3,1,0,5,6,3,4,2,3,2.0,13,0.0,0,0.0,0.5555555560000001,0,0,3.333333333,1,0.6667,0
6,2,0,8,15,0,2,6,4,0.5,65,1.0,2,0.583333333,0.444444444,1,1,9.5,1,0.8333,0
4,2,0,10,7,4,9,1,2,0.952380952,89,0.14285714300000002,7,0.857142857,0.444444444,1,1,19.5,1,0.5,0
4,4,0,1,6,0,1,0,3,0.666666667,37,1.0,0,0.972222222,0.45,0,0,7.75,2,0.75,0
2,1,0,2,2,1,2,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,1,0,6,2,1,4,2,2,2.0,2,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
6,1,0,4,16,7,3,2,6,0.7,73,1.0,0,0.0,0.333333333,0,0,10.83333333,3,1.1667,0
1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,5,0,2,2,0,1,1,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,0,0.0,0
