wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
8,3,0,8,25,14,1,7,8,0.7142857140000001,157,1.0,1,0.8409090909999999,0.375,0,0,18.25,2,1.125,0
19,3,1,18,56,97,5,13,12,0.814814815,406,1.0,2,0.672727273,0.190789474,0,0,19.89473684,3,1.0526,0
5,1,0,1,18,0,1,0,3,0.5,96,1.0,0,0.0,0.533333333,0,0,17.8,2,1.0,0
22,3,0,17,77,95,0,17,19,0.7428571429999999,439,1.0,1,0.637931034,0.172727273,1,1,18.72727273,2,1.0,0
19,1,0,23,46,65,22,3,17,0.4166666670000001,448,1.0,0,0.0,0.289473684,0,0,22.47368421,16,2.4211,0
19,4,0,8,69,91,2,8,13,0.7777777779999999,632,1.0,2,0.8125,0.368421053,1,1,31.89473684,5,1.2632,1
21,1,0,9,47,48,1,8,21,0.68,277,1.0,4,0.0,0.30952381,0,0,11.95238095,7,1.4286,1
5,1,0,1,35,4,1,0,4,0.583333333,354,1.0,0,0.0,0.5,0,0,69.2,8,3.2,0
4,3,0,8,42,2,0,8,4,0.666666667,242,1.0,0,0.925,0.75,2,3,59.0,1,0.75,0
8,3,0,6,55,24,0,6,3,0.80952381,643,0.5,0,0.8409090909999999,0.303571429,0,0,78.625,3,1.25,0
11,1,1,8,17,41,6,2,8,0.7,93,1.0,0,0.0,0.666666667,0,0,7.090909091,1,0.7273,0
3,1,0,2,15,0,2,0,3,0.166666667,100,1.0,0,0.0,0.666666667,0,0,31.33333333,2,1.0,0
4,1,0,4,5,0,3,1,4,0.333333333,24,1.0,0,0.0,0.875,0,0,4.75,1,0.75,0
6,3,0,4,24,5,0,4,5,0.7333333329999999,153,1.0,0,0.880952381,0.5,0,0,24.0,1,0.8333,0
19,1,0,18,47,97,16,5,16,0.833333333,273,1.0,1,0.0,0.30526315800000003,0,0,13.0,3,1.4211,1
3,2,0,8,18,3,1,7,2,1.0,132,0.0,0,0.92,0.5,0,0,42.0,1,0.6667,0
7,4,0,11,32,0,0,11,6,0.666666667,189,1.0,1,0.928571429,0.342857143,1,1,25.42857143,3,1.1429,0
4,3,0,6,15,0,4,2,4,0.333333333,82,0.0,0,0.925,0.625,1,1,19.25,1,0.75,0
65,3,0,21,155,1670,6,21,59,0.9171875,1504,1.0,5,0.37,0.244140625,3,3,21.83076923,10,1.5231,0
14,1,0,24,63,63,20,20,9,0.841346154,822,0.4375,0,0.0,0.333333333,0,0,56.57142857,24,2.7857,2
4,2,0,3,16,0,0,3,4,0.333333333,59,1.0,0,0.842105263,0.875,1,1,13.5,5,1.75,0
27,1,0,3,63,297,1,2,10,0.778846154,527,0.0,2,0.0,0.37962963,0,0,18.22222222,11,1.4444,0
14,3,0,8,41,33,1,8,10,0.7606837609999999,385,1.0,2,0.74,0.35714285700000004,1,1,25.85714286,4,1.5714,0
5,3,0,9,43,0,0,9,5,0.666666667,276,1.0,0,0.902439024,0.533333333,2,3,53.6,1,0.8,0
31,1,0,6,65,243,4,2,30,0.726666667,747,1.0,0,0.0,0.182795699,1,1,22.61290323,4,1.1613,0
15,3,0,3,37,41,1,2,14,0.6964285709999999,437,0.75,1,0.454545455,0.311111111,1,2,27.33333333,1,0.8,0
2,2,0,6,9,1,1,5,2,2.0,33,0.0,0,0.958333333,1.0,0,0,15.5,1,0.5,0
6,3,0,6,16,5,0,6,5,0.7333333329999999,95,1.0,0,0.880952381,0.5,0,0,14.33333333,1,0.8333,0
15,4,2,18,55,37,2,16,9,0.728571429,730,1.0,4,0.846153846,0.193333333,3,7,47.0,12,2.4667,1
7,3,0,8,22,0,0,8,7,0.625,147,1.0,0,0.860465116,0.342857143,1,1,19.42857143,5,1.4286,0
3,3,0,5,22,0,1,5,3,0.0,149,1.0,0,0.948717949,0.666666667,0,0,48.33333333,1,0.6667,0
19,1,0,30,46,65,29,3,17,0.4166666670000001,448,1.0,0,0.0,0.289473684,0,0,22.47368421,16,2.4211,0
6,4,0,8,34,0,0,8,6,0.6,493,1.0,0,0.939759036,0.5555555560000001,1,1,80.5,1,0.8333,2
2,2,0,10,9,1,6,4,2,2.0,31,0.0,0,0.923076923,0.666666667,0,0,14.5,1,0.5,0
26,3,0,33,80,201,26,8,20,0.573333333,719,0.666666667,2,0.5660377360000001,0.152727273,2,11,26.53846154,14,2.2692,0
3,3,0,3,10,0,0,3,3,0.0,32,1.0,0,0.948717949,0.666666667,0,0,9.333333332999999,1,0.6667,0
3,2,0,9,22,3,1,8,2,2.0,128,0.0,0,0.92,1.0,1,1,41.66666667,9,3.3333,0
9,3,0,9,29,0,0,9,9,0.583333333,168,1.0,1,0.8222222220000001,0.444444444,0,0,17.33333333,2,1.4444,0
4,3,0,5,32,2,0,5,4,0.666666667,215,1.0,0,0.925,0.75,1,1,52.25,1,0.75,0
3,1,0,2,15,0,2,0,3,0.166666667,100,1.0,0,0.0,0.666666667,0,0,31.33333333,2,1.0,0
14,3,2,11,41,67,3,8,11,0.846153846,366,1.0,1,0.74,0.223214286,1,1,24.71428571,4,1.2857,0
8,3,0,2,39,10,0,2,8,0.7142857140000001,265,1.0,0,0.8409090909999999,0.325,1,1,31.625,4,1.25,0
23,1,1,25,52,181,23,2,14,0.731404959,1489,1.0,0,0.0,0.290909091,0,0,63.26086957,35,6.0870000000000015,0
5,1,0,5,13,0,4,1,5,0.0,69,1.0,0,0.0,0.533333333,0,0,12.6,3,1.2,0
2,2,0,6,11,1,1,5,2,2.0,37,0.0,0,0.958333333,1.0,0,0,17.5,1,0.5,0
1,5,0,1,2,0,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
5,1,0,2,15,0,1,1,4,0.5,137,1.0,0,0.0,0.9,0,0,25.2,4,1.8,0
4,1,0,4,5,0,3,1,4,0.333333333,24,1.0,0,0.0,0.875,0,0,4.75,1,0.75,0
21,1,0,27,78,158,11,17,15,0.735714286,659,0.928571429,5,0.0,0.145,0,0,29.71428571,7,1.6667,1
4,1,0,2,5,6,1,1,4,2.0,16,0.0,0,0.0,0.875,0,0,3.0,1,0.75,0
6,1,0,7,28,1,1,6,6,0.6,173,1.0,3,0.0,0.305555556,0,0,27.33333333,1,0.8333,0
5,1,0,19,12,4,17,2,5,0.25,55,1.0,0,0.0,0.533333333,0,0,9.8,1,0.6,0
27,1,0,3,63,297,1,2,10,0.778846154,527,0.0,2,0.0,0.37962963,0,0,18.22222222,11,1.4444,0
14,1,1,9,34,47,4,5,12,0.8241758240000001,279,1.0,0,0.0,0.307692308,0,0,18.42857143,6,1.8571,1
1,1,0,9,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
7,1,0,11,7,21,10,1,7,2.0,7,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
4,1,0,5,4,6,4,1,4,2.0,4,0.0,0,0.0,0.875,0,0,0.0,1,1.0,0
44,4,0,19,91,802,6,14,40,0.94369645,724,0.947368421,2,0.644628099,0.156818182,3,3,15.02272727,7,1.4091,0
8,3,0,12,38,4,3,10,6,0.523809524,243,1.0,1,0.8409090909999999,0.35,1,4,29.0,3,1.375,0
6,3,0,2,29,0,0,2,5,0.64,1260,1.0,0,0.880952381,0.5555555560000001,1,1,208.1666667,2,1.0,0
11,1,0,11,61,0,0,11,8,0.913333333,517,1.0,1,0.0,0.8,0,0,44.63636364,9,2.7273,0
2,3,0,3,8,1,0,3,2,2.0,28,0.0,0,0.967741935,0.75,0,0,13.0,2,1.0,1
1,3,0,4,2,0,4,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
4,1,0,3,7,2,1,2,4,0.666666667,34,1.0,0,0.0,0.75,0,0,7.0,1,0.75,1
5,4,0,1,9,10,1,0,3,0.75,81,0.0,0,0.924528302,0.44,2,2,15.0,5,2.0,0
21,4,0,13,73,128,1,13,14,0.85,737,1.0,3,0.7959183670000001,0.301587302,3,3,33.47619048,3,1.0952,0
9,1,0,5,53,0,1,4,9,0.819444444,396,0.333333333,1,0.0,0.238095238,0,0,42.0,7,1.7778,0
2,3,0,3,8,1,1,3,2,2.0,33,0.0,0,0.96969697,1.0,0,0,15.5,1,0.5,1
4,3,0,5,12,0,0,5,4,0.333333333,48,1.0,0,0.925,0.75,0,0,10.75,1,0.75,2
4,2,0,1,11,0,0,1,1,0.222222222,68,1.0,1,0.625,0.5,1,1,15.25,2,1.0,0
76,1,0,120,177,2446,114,12,63,0.969462366,1776,0.612903226,3,0.0,0.118518519,0,0,21.96052632,5,1.3289,0
17,1,0,5,39,74,1,4,13,0.65625,359,1.0,0,0.0,0.2421875,0,0,19.76470588,5,1.5882,0
8,4,0,13,65,2,0,13,6,0.916666667,608,0.166666667,0,0.917647059,0.333333333,2,2,73.5,3,1.25,0
3,2,0,8,22,3,1,7,2,1.0,152,0.0,0,0.8666666670000001,0.5,0,0,48.66666667,1,0.6667,1
20,3,0,10,60,114,5,6,14,0.605263158,557,1.0,0,0.6122448979999999,0.264285714,1,1,26.65,9,2.8,0
26,3,0,19,87,105,0,19,21,0.773333333,514,1.0,1,0.596774194,0.17692307699999998,1,3,18.53846154,2,1.0385,0
3,1,0,9,25,1,7,2,3,0.0,277,1.0,1,0.0,0.666666667,0,0,91.0,14,5.3333,0
5,1,11,21,11,8,20,1,5,0.75,59,1.0,0,0.0,0.7,0,0,10.6,5,1.6,0
8,1,0,4,39,22,1,3,6,0.7857142859999999,377,0.5,0,0.0,0.166666667,0,0,45.875,3,1.25,0
2,1,0,4,2,1,3,2,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
8,3,0,11,39,0,3,8,6,0.6571428570000001,294,1.0,1,0.8409090909999999,0.325,0,0,35.125,1,0.875,0
2,1,0,5,29,0,0,5,0,0.0,176,1.0,2,0.0,0.6,0,0,85.5,10,5.0,0
8,3,0,7,46,10,0,7,7,0.771428571,394,1.0,0,0.8409090909999999,0.375,1,1,47.625,2,1.0,0
10,3,0,7,60,41,0,7,3,0.9,748,0.6,0,0.804347826,0.28571428600000004,0,0,72.8,7,2.1,1
13,1,0,5,13,78,5,0,13,2.0,13,0.0,0,0.0,0.326923077,0,0,0.0,1,1.0,0
20,4,0,7,71,102,2,7,14,0.821052632,677,1.0,2,0.8041237109999999,0.3,2,2,32.35,5,1.25,1
28,4,1,21,123,302,3,18,11,0.868945869,1423,1.0,0,0.75,0.158024691,4,5,49.35714286,3,1.1071,0
2,3,0,3,7,1,1,3,2,2.0,23,0.0,0,0.96969697,1.0,0,0,10.5,1,0.5,1
3,2,0,7,19,3,1,6,2,1.0,96,0.0,0,0.8666666670000001,0.5,0,0,30.66666667,1,0.6667,1
0,1,0,1,0,0,1,0,0,2.0,7,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
16,5,0,13,55,26,0,13,14,0.577777778,275,1.0,1,0.87704918,0.390625,3,6,16.0,5,1.375,1
5,1,0,4,13,0,0,4,5,0.5,65,1.0,0,0.0,0.8,0,0,11.6,3,1.2,0
2,2,0,7,13,1,1,6,2,2.0,66,1.0,0,0.958333333,1.0,0,0,31.5,1,0.5,0
3,2,0,8,20,3,1,7,2,1.0,150,0.0,0,0.92,0.5,0,0,48.0,1,0.6667,0
18,3,2,31,62,0,23,8,16,0.6176470589999999,396,1.0,1,0.6521739129999999,0.215277778,1,1,20.77777778,5,1.8889,0
20,1,0,4,42,130,0,4,18,0.736842105,376,1.0,1,0.0,0.284210526,0,0,17.45,3,1.15,0
9,6,0,8,33,28,0,8,6,0.8125,163,1.0,0,0.950617284,0.4,4,9,16.88888889,2,1.0,0
7,1,0,2,52,19,0,2,2,0.944444444,412,0.0,0,0.0,0.166666667,0,0,57.42857143,6,3.0,0
9,5,0,11,20,4,4,7,9,0.6875,108,1.0,0,0.919191919,0.388888889,2,7,10.55555556,3,1.2222,0
13,3,0,10,78,8,1,9,9,0.75,502,0.7142857140000001,1,0.7551020409999999,0.384615385,2,3,37.07692308,8,2.0,3
2,3,0,3,7,1,1,3,2,2.0,23,0.0,0,0.96969697,1.0,0,0,10.5,1,0.5,1
4,1,0,4,4,6,3,1,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
8,3,0,9,32,6,0,9,6,0.685714286,201,1.0,0,0.860465116,0.30952381,1,1,23.5,6,1.5,1
5,1,0,10,5,10,10,0,5,2.0,5,0.0,0,0.0,0.533333333,0,0,0.0,1,1.0,0
8,1,0,6,25,0,5,1,7,0.6,169,1.0,0,0.0,0.4166666670000001,0,0,19.5,7,1.875,0
1,1,0,9,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
3,1,1,6,9,0,4,2,3,0.0,47,1.0,0,0.0,0.666666667,0,0,14.33333333,1,0.6667,0
18,1,0,8,91,123,0,8,3,0.8067226890000001,1400,0.857142857,0,0.0,0.141176471,0,0,76.0,7,2.1111,0
3,3,0,3,14,1,0,3,3,0.5,84,1.0,0,0.948717949,0.666666667,1,1,26.66666667,1,0.6667,0
3,1,0,17,3,3,17,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
9,1,0,7,34,0,0,7,8,0.75,298,0.25,0,0.0,0.592592593,0,0,31.66666667,5,2.7778,1
17,4,0,10,83,70,1,10,10,0.965517241,1273,1.0,0,0.8297872340000001,0.176470588,2,2,72.17647059,8,2.1765,0
77,3,0,28,196,2320,6,28,68,0.935222672,2040,1.0,9,0.330357143,0.161184211,3,3,25.15584416,19,1.7143,0
15,3,0,15,54,59,0,15,15,0.880952381,398,1.0,1,0.725490196,0.373333333,0,0,24.73333333,3,1.3333,1
6,1,0,5,6,15,4,1,6,2.0,6,0.0,0,0.0,0.444444444,0,0,0.0,1,1.0,0
5,3,0,4,17,0,0,4,5,0.666666667,101,1.0,0,0.902439024,0.533333333,1,1,18.6,1,0.8,0
11,2,0,12,15,13,9,4,11,0.75,97,1.0,3,0.2,0.22077922100000005,0,0,7.272727272999999,1,0.7273,0
14,5,2,12,64,69,2,10,5,0.807692308,531,1.0,2,0.905797101,0.246031746,2,7,36.64285714,6,1.3571,0
5,2,0,7,18,10,1,6,4,1.0,95,0.0,0,0.764705882,0.5,0,0,17.8,1,0.8,1
21,1,0,24,48,116,20,7,18,0.814285714,322,1.0,1,0.0,0.253968254,0,0,14.0,3,1.4762,0
20,3,1,16,74,92,1,15,14,0.8245614040000001,720,1.0,2,0.660714286,0.225,2,2,34.25,13,1.95,2
2,6,0,3,4,1,0,3,1,2.0,11,0.0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,0
10,3,0,2,21,21,0,2,9,0.6,135,1.0,0,0.804347826,0.4,1,1,12.0,1,0.9,0
2,2,0,9,24,1,1,8,2,2.0,222,0.0,0,0.958333333,1.0,1,1,110.0,1,0.5,0
4,2,0,10,25,6,1,9,2,1.0,183,0.0,0,0.884615385,0.5,0,0,44.5,9,2.75,0
7,2,0,2,18,11,1,1,4,0.6333333329999999,118,1.0,1,0.454545455,0.35714285700000004,1,1,15.14285714,2,1.0,0
7,1,0,6,8,0,6,0,7,0.0,89,1.0,0,0.0,0.428571429,1,1,11.57142857,4,1.0,0
11,3,0,11,38,11,3,8,10,0.683333333,287,1.0,3,0.75,0.287878788,1,1,24.54545455,3,1.9091,0
2,6,0,4,4,1,1,3,1,2.0,11,0.0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,0
16,1,0,7,78,118,5,3,12,0.8888888890000001,745,0.666666667,0,0.0,0.411111111,0,0,45.375,22,3.125,0
17,4,0,7,81,40,4,3,10,0.8214285709999999,1159,0.904761905,8,0.516129032,0.25,2,4,65.94117647,2,0.9412,0
10,1,0,3,13,31,1,2,10,0.703703704,76,1.0,1,0.0,0.375,0,0,6.3,2,1.1,0
3,2,0,1,9,0,0,1,1,0.0,58,1.0,1,0.7142857140000001,0.666666667,1,1,17.33333333,1,0.6667,0
3,1,0,7,15,3,1,6,1,2.0,112,0.0,0,0.0,0.444444444,0,0,36.33333333,1,0.6667,1
6,3,0,3,24,11,0,3,4,0.8,151,1.0,0,0.880952381,0.5,2,2,23.83333333,1,0.8333,0
7,2,1,7,15,1,6,1,4,0.583333333,92,1.0,1,0.454545455,0.464285714,1,1,11.57142857,1,0.8571,0
2,2,0,9,19,1,1,8,2,2.0,120,0.0,0,0.958333333,1.0,1,1,59.0,1,0.5,0
7,1,0,2,8,0,2,0,7,0.0,147,1.0,0,0.0,0.342857143,1,1,19.85714286,4,1.0,0
4,1,0,6,4,6,3,4,4,2.0,4,0.0,0,0.0,0.625,0,0,0.0,1,1.0,1
2,1,0,0,6,1,0,0,2,2.0,63,0.0,0,0.0,0.666666667,0,0,30.5,11,5.5,0
10,4,0,14,35,11,1,13,8,0.7111111109999999,216,1.0,1,0.896551724,0.32,1,1,20.1,10,2.1,1
5,1,0,1,18,0,1,0,3,0.5,96,1.0,0,0.0,0.533333333,0,0,17.8,2,1.0,0
5,4,0,10,42,10,0,10,1,2.0,481,0.0,0,0.952380952,0.6,4,6,95.2,15,5.2,1
6,2,0,3,11,13,2,1,6,0.8,68,1.0,0,0.924242424,0.444444444,1,5,10.16666667,3,1.5,0
3,1,0,12,20,3,1,11,1,2.0,165,0.0,0,0.0,0.444444444,0,0,54.0,1,0.6667,1
4,3,0,4,12,0,0,4,4,0.5,54,1.0,0,0.914285714,0.75,0,0,12.0,1,0.75,1
10,2,7,14,24,19,10,4,5,0.666666667,146,1.0,1,0.5,0.266666667,0,0,13.3,3,1.2,0
6,4,0,9,48,5,0,9,5,0.666666667,300,1.0,0,0.939759036,0.458333333,4,5,48.5,10,2.3333,1
39,2,0,15,103,609,10,6,24,0.8863636359999999,1377,0.636363636,1,0.5,0.184210526,1,5,33.74358974,12,1.8462,0
4,3,0,3,17,4,0,3,3,0.666666667,152,1.0,0,0.925,0.75,1,1,36.75,1,0.75,0
10,1,0,9,30,17,6,3,8,0.7333333329999999,149,1.0,0,0.0,0.25,0,0,13.4,1,0.9,0
8,3,0,5,29,0,1,4,6,0.428571429,177,1.0,0,0.833333333,0.3125,1,1,20.875,5,2.0,0
26,3,0,12,74,265,2,10,20,0.885,643,1.0,2,0.596774194,0.230769231,0,0,23.42307692,4,1.4615,1
10,3,0,6,41,21,1,6,7,0.793650794,360,1.0,0,0.804347826,0.45,0,0,34.3,2,1.1,0
5,1,0,1,36,4,1,0,4,0.583333333,375,1.0,0,0.0,0.5,0,0,73.4,10,3.6,0
3,1,0,3,9,3,1,2,2,2.0,48,0.0,0,0.0,0.666666667,0,0,15.0,1,0.6667,0
3,1,0,3,14,1,1,2,3,0.5,97,1.0,0,0.0,0.666666667,0,0,31.0,1,0.6667,1
3,3,0,6,17,0,1,6,3,0.0,91,1.0,0,0.948717949,1.0,0,0,29.0,1,0.6667,0
5,3,0,7,19,4,4,4,4,0.75,151,0.0,0,0.902439024,0.4,1,1,28.8,1,0.8,0
