wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
12,5,0,3,25,66,0,0,12,2.0,67,0.0,0,0.917910448,0.472222222,1,1,4.583333333,1,0.9167,0
3,1,0,1,4,1,1,0,3,0.5,14,1.0,0,0.0,0.666666667,0,0,3.333333333,1,0.6667,0
10,1,2,8,15,29,2,6,8,0.7777777779999999,67,1.0,1,0.0,0.65,0,0,5.3,2,1.0,0
3,1,0,10,4,0,10,1,3,0.5,20,1.0,1,0.0,0.5555555560000001,0,0,5.0,1,0.6667,0
4,2,0,6,10,4,1,5,2,0.666666667,27,1.0,1,0.5,0.5,0,0,5.5,1,0.5,0
1,3,0,3,2,0,1,3,1,2.0,9,0.0,0,1.0,1.0,0,0,7.0,0,0.0,0
22,1,1,22,72,121,14,9,22,0.87755102,469,1.0,1,0.0,0.166666667,0,0,20.0,8,1.8182,0
10,1,0,2,16,23,1,2,9,0.5,88,1.0,1,0.0,0.433333333,0,0,7.2,2,1.0,0
5,2,0,4,21,0,0,0,4,0.166666667,144,1.0,0,0.636363636,0.533333333,1,1,27.2,5,2.4,0
14,3,0,17,65,91,3,16,7,2.0,440,0.0,0,0.74,0.276785714,2,3,30.42857143,1,0.9286,0
12,4,0,7,23,30,0,7,12,0.8,121,1.0,0,0.8472222220000001,0.708333333,0,0,8.666666667000001,1,0.9167,0
3,5,2,13,34,3,2,11,1,2.0,152,0.0,0,0.977011494,1.0,0,0,49.66666667,1,0.6667,0
1,1,0,22,1,0,22,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
3,3,0,8,15,0,1,7,3,0.833333333,78,0.666666667,2,0.875,0.444444444,0,0,24.0,1,0.6667,0
3,1,0,4,4,0,4,0,3,0.5,20,1.0,0,0.0,0.666666667,0,0,5.0,1,0.6667,0
9,1,6,11,12,28,6,0,9,0.75,45,1.0,1,0.0,0.333333333,0,0,3.777777778,1,0.7778,0
7,1,2,4,13,21,2,0,7,2.0,43,0.0,0,0.0,0.761904762,0,0,5.1428571430000005,1,0.8571,0
8,1,0,10,27,28,5,0,4,2.0,198,0.0,0,0.0,0.71875,0,0,23.75,2,1.0,0
2,1,0,11,2,1,10,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
4,1,0,5,9,0,4,0,4,0.333333333,34,1.0,1,0.0,0.5,0,0,7.0,1,0.75,0
4,1,0,6,10,6,4,2,4,2.0,63,0.0,0,0.0,0.333333333,0,0,14.75,2,1.25,0
11,1,0,13,12,55,11,2,10,1.0,20,0.0,1,0.0,0.52,0,0,0.727272727,1,0.9091,0
4,2,0,6,10,4,1,5,2,0.666666667,27,1.0,1,0.5,0.5,0,0,5.5,1,0.5,0
5,2,0,9,39,4,2,7,5,0.666666667,228,1.0,2,0.826086957,0.6,1,1,44.0,1,0.8,0
11,1,0,3,19,1,2,2,11,0.45,67,1.0,1,0.0,0.318181818,0,0,4.909090909,1,0.9091,0
6,1,5,8,7,7,5,3,6,0.7,28,1.0,1,0.0,0.444444444,0,0,3.333333333,1,0.8333,0
2,1,1,6,4,1,3,3,2,2.0,8,0.0,0,0.0,0.625,0,0,3.0,1,0.5,0
16,1,0,10,51,70,2,9,11,0.5,205,1.0,0,0.0,0.28125,0,0,11.6875,5,1.4375,0
4,1,0,12,4,6,11,3,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0,1
22,4,0,7,36,161,0,7,22,0.895238095,243,1.0,0,0.7439024390000001,0.363636364,2,2,9.590909091,1,0.9545,0
7,1,0,9,12,0,7,3,7,0.5,40,1.0,1,0.0,0.428571429,0,0,4.428571429,1,0.8571,0
4,1,0,6,17,0,4,0,2,0.666666667,58,0.5,1,0.0,0.833333333,0,0,13.0,2,0.75,0
2,1,0,4,9,1,1,3,2,2.0,43,0.0,0,0.0,0.5,1,1,20.5,7,3.5,0
12,2,0,9,21,34,4,5,12,0.772727273,150,1.0,2,0.473684211,0.316666667,1,8,10.83333333,2,0.9167,0
4,2,0,5,6,4,1,4,2,0.666666667,21,1.0,1,0.5,0.5,0,0,4.0,1,0.5,0
11,1,0,16,16,31,14,4,8,0.8,77,0.833333333,3,0.0,0.26,0,0,5.454545455,1,0.8182,0
2,1,0,15,2,1,15,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,6,0,8,31,4,0,8,5,0.5,108,1.0,0,0.956043956,0.466666667,1,1,20.4,2,1.0,0
37,4,0,17,91,506,0,17,31,0.905555556,620,1.0,0,0.628865979,0.4121621620000001,2,2,15.35135135,1,0.973,0
13,6,0,17,61,72,1,0,11,0.666666667,380,1.0,0,0.920289855,0.207692308,4,6,28.15384615,5,1.3846,0
2,2,0,3,4,1,1,2,2,2.0,10,0.0,0,0.833333333,0.666666667,0,0,4.0,1,0.5,0
13,2,0,10,33,52,6,4,13,0.333333333,206,1.0,2,0.45,0.282051282,1,1,14.69230769,5,1.1538,0
1,1,0,6,1,0,4,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
15,1,0,14,20,49,12,4,15,0.765306122,127,1.0,2,0.0,0.26,0,0,7.0,1,0.7333,0
5,1,0,10,48,10,1,9,4,2.0,489,0.0,0,0.0,0.314285714,0,0,96.8,13,3.4,0
20,1,0,37,20,190,32,6,20,2.0,20,0.0,0,0.0,0.3625,0,0,0.0,1,1.0,0
6,1,0,6,38,13,2,4,5,0.2,180,1.0,0,0.0,0.666666667,0,0,28.83333333,1,0.6667,0
8,5,0,6,28,0,0,6,8,0.6190476189999999,110,1.0,0,0.923913043,0.458333333,1,2,12.375,1,0.875,0
5,1,1,11,11,0,9,0,5,0.375,41,1.0,1,0.0,0.466666667,0,0,6.8,1,0.8,0
1,1,0,6,1,0,4,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,1,0,5,9,8,1,4,3,0.75,29,1.0,1,0.0,0.5,0,0,4.6,2,0.8,0
12,1,0,17,58,66,12,0,11,1.090909091,347,1.0,0,0.0,0.183333333,0,0,27.83333333,4,1.5833,0
4,1,0,4,7,0,1,3,4,0.333333333,31,1.0,2,0.0,0.4375,0,0,6.25,2,1.0,0
10,2,3,5,21,0,4,0,9,0.0,83,1.0,1,0.968253968,0.5,0,0,7.2,1,0.2,0
6,2,3,5,13,0,3,2,6,0.2,76,1.0,0,0.6,0.458333333,1,1,11.5,7,1.6667,0
5,2,1,4,9,10,3,1,5,2.0,31,0.0,0,0.75,0.5,1,2,5.2,1,0.6,0
25,4,2,12,51,234,2,10,22,0.875,451,1.0,1,0.717647059,0.35,1,1,16.6,12,1.48,1
4,3,0,2,8,6,2,0,4,1.333333333,21,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
32,4,0,15,86,348,0,15,27,0.8883374690000001,660,1.0,0,0.663043478,0.35,2,3,19.21875,1,0.9688,0
5,5,0,4,18,8,1,0,4,0.5,78,1.0,0,0.976190476,0.625,2,2,14.2,3,1.0,0
13,1,5,21,33,44,17,5,6,0.5555555560000001,162,1.0,1,0.0,0.188034188,1,1,11.23076923,5,1.2308,0
9,2,0,11,28,22,4,8,7,0.5,127,1.0,1,0.125,0.25,1,1,12.88888889,2,1.0,0
2,4,0,2,18,0,1,1,2,0.0,102,1.0,0,0.983870968,0.666666667,1,1,49.0,3,1.5,0
2,1,3,8,5,1,3,5,2,2.0,15,0.0,0,0.0,0.625,0,0,6.5,1,0.5,1
3,1,0,11,22,3,0,0,3,2.0,101,0.0,0,0.0,0.4166666670000001,0,0,32.66666667,2,1.3333,0
5,1,0,14,21,0,11,3,5,0.0,75,1.0,0,0.0,0.4,0,0,13.8,2,1.0,0
3,1,0,8,20,1,2,0,3,0.0,155,1.0,0,0.0,0.444444444,0,0,50.0,4,2.0,0
11,1,0,11,24,17,7,4,10,0.54,107,1.0,0,0.0,0.393939394,0,0,8.272727273,2,1.1818,0
2,1,0,9,12,1,1,8,1,2.0,59,0.0,0,0.0,0.5,0,0,28.5,1,0.5,0
8,2,0,15,52,16,1,0,5,0.666666667,335,1.0,1,0.7307692309999999,0.46875,1,2,40.5,2,1.0,0
9,1,0,4,11,28,3,1,9,0.875,60,1.0,2,0.0,0.481481481,0,0,5.222222222,2,1.1111,0
3,1,0,5,31,3,1,0,3,2.0,223,0.0,0,0.0,0.5555555560000001,0,0,73.33333333,8,5.3333,0
3,1,0,13,23,0,4,11,2,1.0,201,1.0,3,0.0,0.583333333,0,0,64.0,6,3.3333,0
1,1,0,8,1,0,6,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
11,5,2,6,28,49,2,0,10,0.8,95,1.0,0,0.92481203,0.4318181820000001,2,2,7.545454545,2,1.0909,0
7,4,0,7,26,0,0,7,7,0.611111111,145,1.0,0,0.910447761,0.35714285700000004,0,0,19.28571429,1,0.8571,0
8,1,0,9,21,28,4,5,8,2.0,141,0.0,0,0.0,0.3125,0,0,16.625,6,2.75,0
22,4,0,9,54,149,0,9,18,0.851190476,558,1.0,0,0.7439024390000001,0.53030303,0,0,24.0,13,2.0455,0
2,1,0,24,2,1,23,1,2,2.0,7,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
4,4,0,9,37,0,0,9,4,0.0,190,1.0,0,0.953125,0.625,3,5,46.25,1,0.75,0
3,2,2,7,10,0,2,5,2,0.5,38,1.0,2,0.857142857,0.466666667,0,0,11.0,1,0.6667,0
9,1,0,6,18,0,2,0,9,0.5,65,0.5,2,0.0,0.4074074070000001,0,0,6.0,1,0.8889,0
3,6,0,3,7,3,0,0,3,2.0,17,0.0,0,0.985185185,1.0,1,1,4.666666667,1,0.6667,0
9,2,0,12,29,30,3,10,5,0.90625,242,0.75,3,0.125,0.21875,1,1,25.44444444,4,1.1111,1
19,2,2,7,45,129,3,4,15,0.817460317,311,1.0,0,0.513513514,0.315789474,0,0,15.0,8,1.4211,0
3,1,0,2,5,0,1,1,3,0.0,22,1.0,1,0.0,0.5555555560000001,0,0,6.0,2,1.0,0
3,1,0,4,13,0,1,3,3,0.5,60,1.0,4,0.0,0.666666667,0,0,17.66666667,3,1.3333,0
40,1,3,28,80,726,4,0,30,0.8290598290000001,508,1.0,3,0.0,0.1078125,0,0,11.475,6,1.5,0
8,1,0,52,8,28,49,3,8,2.0,8,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
6,1,0,6,11,13,2,4,4,0.8,42,1.0,1,0.0,0.6,0,0,5.833333333,3,1.1667,0
13,3,0,12,26,48,10,3,12,0.6333333329999999,242,1.0,1,0.545454545,0.222222222,1,1,17.23076923,6,1.5385,0
16,4,0,7,26,68,0,7,16,0.847619048,172,1.0,0,0.802631579,0.71875,0,0,9.3125,1,0.9375,0
15,2,0,11,39,0,1,0,15,0.5476190479999999,217,1.0,2,0.735849057,0.222222222,1,2,13.26666667,3,1.2,0
21,1,0,72,47,168,70,0,19,0.95,382,0.5,0,0.0,0.1375,0,0,16.71428571,8,1.8571,0
