wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
3,1,0,4,6,0,2,2,2,0.5,33,1.0,1,0.0,0.666666667,0,0,9.0,2,1.0,0
4,5,0,25,11,0,24,1,4,0.5,52,1.0,0,0.85,0.5,0,0,11.5,2,1.0,1
8,1,3,11,12,14,10,1,7,0.7142857140000001,56,1.0,1,0.0,0.5,0,0,5.625,1,0.875,0
1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,3,16,21,15,4,17,4,3,0.75,53,1.0,0,0.983240223,0.5,1,3,9.2,3,1.2,1
2,1,0,1,2,1,1,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
24,2,1,25,80,220,8,20,16,0.90942029,444,1.0,5,0.388888889,0.14229249,1,1,17.0,5,1.5833,0
8,2,0,6,19,18,1,5,6,0.935064935,166,0.090909091,8,0.666666667,0.314285714,1,1,18.375,1,0.75,0
5,3,0,4,10,2,1,3,5,0.625,40,1.0,0,0.902439024,0.466666667,1,1,6.6,2,1.0,0
10,1,0,8,17,25,1,7,9,0.7222222220000001,86,1.0,0,0.0,0.311111111,0,0,7.2,3,1.0,0
21,3,0,37,50,168,8,29,13,0.725,266,1.0,1,0.8252427179999999,0.192857143,2,3,11.47619048,5,1.0952,0
11,4,0,5,25,17,2,4,7,0.6333333329999999,108,1.0,1,0.775,0.327272727,1,2,8.545454545,3,1.0,1
7,3,0,5,24,3,0,5,5,0.5,141,1.0,2,0.5,0.267857143,2,2,18.57142857,3,1.2857,0
3,1,0,8,22,3,5,3,2,2.0,193,0.0,0,0.0,0.583333333,0,0,63.33333333,10,5.6667,0
5,1,0,7,8,6,4,3,5,0.625,31,1.0,1,0.0,0.466666667,0,0,4.8,1,0.8,0
2,1,0,2,11,1,1,1,2,2.0,54,0.0,0,0.0,0.666666667,0,0,26.0,6,3.0,0
1,1,0,1,1,0,1,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
9,2,0,6,15,8,0,6,9,0.666666667,87,0.0,2,0.578947368,0.333333333,0,0,8.333333332999999,1,0.8889,0
9,2,14,22,19,16,15,7,6,0.708333333,77,1.0,3,0.466666667,0.288888889,1,1,7.222222222,2,1.0,0
5,5,0,3,13,6,1,2,3,0.916666667,67,1.0,0,0.826086957,0.36,0,0,11.8,2,1.0,2
9,1,0,9,30,22,1,8,5,0.8125,138,1.0,2,0.0,0.265625,0,0,13.66666667,3,1.2222,0
2,1,0,2,19,1,1,1,2,2.0,121,0.0,0,0.0,0.666666667,0,0,59.5,13,6.5,0
6,2,0,12,10,9,8,6,5,0.7333333329999999,48,1.0,1,0.904761905,0.3666666670000001,0,0,6.5,1,0.6667,0
59,3,0,24,97,1527,7,21,53,0.944357367,617,0.954545455,3,0.341463415,0.13362069,1,2,9.084745762999999,11,1.2034,9
2,1,0,6,6,0,1,5,2,0.0,31,1.0,0,0.0,0.625,0,0,14.0,1,0.5,3
16,2,1,13,36,78,1,12,10,0.75,188,1.0,1,0.333333333,0.2375,1,1,10.5,3,1.0625,0
3,1,0,5,3,3,4,1,3,2.0,3,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,0
7,2,0,7,26,0,1,6,5,0.166666667,152,1.0,1,0.7,0.35714285700000004,1,1,20.42857143,4,1.2857,1
1,5,0,2,2,0,1,1,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,0,0.0,0
3,1,0,7,13,0,1,6,2,0.5,72,1.0,0,0.0,0.6,0,0,22.33333333,6,2.0,0
9,1,0,5,16,36,2,3,9,2.0,69,0.0,0,0.0,0.194444444,0,0,6.666666667,1,0.8889,0
4,4,0,3,6,0,3,0,3,0.666666667,37,1.0,0,0.972222222,0.45,0,0,7.75,2,0.75,0
1,1,0,0,2,0,0,0,1,2.0,22,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
3,2,0,7,6,0,4,4,3,0.0,24,1.0,0,0.928571429,0.666666667,0,0,6.666666667,1,0.6667,0
11,1,0,16,45,33,3,14,5,0.72,302,1.0,2,0.0,0.3,0,0,26.0,5,2.0909,0
6,1,0,5,26,1,1,4,5,1.0,145,0.375,1,0.0,0.36,0,0,21.83333333,10,2.1667,0
11,1,0,6,29,17,1,6,8,0.6333333329999999,160,1.0,1,0.0,0.303030303,0,0,13.27272727,5,1.3636,0
15,3,6,12,33,75,6,6,11,0.8214285709999999,179,1.0,0,0.6571428570000001,0.205357143,1,1,10.4,3,0.9333,1
61,1,0,14,99,1708,1,13,49,0.661111111,811,1.0,0,0.0,0.122222222,0,0,12.19672131,6,1.2131,0
27,1,0,16,67,283,5,13,14,0.8888888890000001,410,1.0,3,0.0,0.157342657,0,0,13.85185185,7,1.5556,1
5,1,0,5,8,0,1,4,5,0.0,39,1.0,1,0.0,0.5,0,0,6.6,1,0.6,2
5,2,0,7,14,2,3,7,3,0.625,112,1.0,3,0.692307692,0.533333333,0,0,20.6,1,0.8,0
82,1,1,22,143,2897,4,18,77,0.954938272,935,1.0,1,0.0,0.114446529,0,0,9.914634146000001,26,1.4512,0
14,4,0,11,27,33,2,9,14,0.653846154,167,1.0,0,0.942105263,0.3,1,1,10.64285714,5,1.2857,0
3,1,0,2,3,3,2,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,3,0,4,17,8,0,4,5,0.25,98,1.0,0,0.902439024,0.45,0,0,18.4,4,1.8,0
9,1,0,7,12,0,1,6,9,0.25,87,1.0,1,0.0,0.4166666670000001,0,0,8.444444444,1,0.6667,0
9,3,0,7,17,24,1,7,6,0.40625,131,1.0,2,0.684210526,0.333333333,0,0,13.11111111,1,0.6667,0
7,2,0,1,17,0,1,0,7,0.25,83,1.0,0,0.692307692,0.7142857140000001,0,0,10.57142857,1,0.5714,0
34,2,0,18,72,475,6,17,28,0.848484848,600,1.0,0,0.304347826,0.123376623,1,1,16.38235294,2,1.1471,0
5,1,0,6,27,0,2,5,4,0.5,153,1.0,1,0.0,0.44,0,0,29.2,5,1.8,0
11,1,0,14,51,23,1,13,7,0.75,413,1.0,1,0.0,0.42,0,0,36.0,15,3.0,0
6,3,0,8,23,9,4,6,4,0.6,111,1.0,0,0.875,0.375,2,4,17.33333333,4,1.3333,0
13,1,0,38,76,18,3,38,9,0.7666666670000001,264,1.0,3,0.0,0.333333333,0,0,18.92307692,1,0.8462,0
2,1,0,7,11,0,1,6,2,0.0,60,1.0,1,0.0,0.6,0,0,28.0,1,0.5,0
10,2,14,26,19,3,22,4,7,0.111111111,81,1.0,1,0.636363636,0.5,1,1,7.0,1,0.8,2
5,1,0,1,16,4,0,1,5,0.0,62,1.0,0,0.0,0.6,0,0,11.2,2,1.0,0
4,1,0,5,15,0,1,5,4,0.5555555560000001,68,1.0,2,0.0,0.5,0,0,15.25,1,0.75,0
1,1,0,8,1,0,8,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
3,1,0,4,9,1,1,3,3,0.0,47,1.0,0,0.0,0.5,0,0,14.33333333,2,1.0,0
4,2,0,3,7,4,2,1,2,0.944444444,78,0.166666667,6,0.857142857,0.444444444,1,1,17.0,1,0.5,0
6,2,0,5,17,0,1,4,4,0.0,80,1.0,0,0.583333333,0.444444444,1,1,12.16666667,3,1.1667,0
9,1,0,6,34,10,1,5,8,0.5,185,0.666666667,0,0.0,0.333333333,0,0,19.22222222,4,1.8889,0
1,1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,4,2,3,2,0,3,0,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,0,0.0,0
10,4,0,10,27,3,3,8,9,0.333333333,107,1.0,0,0.968421053,0.283333333,2,3,9.6,4,0.9,0
1,1,0,17,1,0,17,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
19,2,0,10,23,165,6,6,15,0.833333333,105,1.0,1,0.604651163,0.273684211,1,3,4.473684211,1,0.8947,0
5,2,0,5,13,0,0,5,4,0.0,63,1.0,1,0.636363636,0.45,1,1,11.4,1,0.8,0
12,2,0,6,24,56,2,5,7,0.75,145,1.0,0,0.3125,0.260416667,1,2,10.75,2,1.0833,0
5,1,0,7,7,4,5,2,5,0.25,30,1.0,0,0.0,0.7,0,0,4.8,1,0.8,0
5,2,0,5,19,0,1,5,3,0.583333333,78,1.0,2,0.636363636,0.466666667,1,1,14.0,2,1.0,0
1,1,0,12,1,0,11,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
9,1,0,9,28,12,3,9,7,0.65,224,1.0,4,0.0,0.275,0,0,23.33333333,4,1.3333,0
1,1,0,126,1,0,125,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
17,2,0,9,56,84,4,8,11,0.739583333,304,1.0,0,0.318181818,0.25,1,1,16.52941176,4,1.4118,0
1,2,0,2,2,0,2,0,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
32,3,0,38,97,320,3,37,20,0.85483871,834,1.0,1,0.546875,0.17595307899999998,2,3,24.6875,7,1.7813,0
2,1,0,22,2,1,22,0,2,2.0,2,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,1
3,1,0,5,12,0,1,4,3,0.25,54,1.0,1,0.0,0.466666667,0,0,16.33333333,2,1.0,0
1,1,0,6,1,0,4,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
4,2,0,11,7,0,7,6,4,0.0,36,1.0,1,0.95,0.5,0,0,7.75,1,0.5,0
2,2,0,4,12,1,2,2,2,2.0,31,0.0,0,0.964285714,0.75,0,0,14.5,1,0.5,0
2,3,0,3,4,0,1,3,2,0.0,16,1.0,0,0.985915493,0.666666667,1,1,6.5,1,0.5,0
11,2,16,26,22,37,18,9,7,0.7333333329999999,115,1.0,1,0.4375,0.309090909,1,1,9.181818182,2,0.9091,0
10,1,2,9,18,9,4,7,10,0.666666667,86,1.0,3,0.0,0.28571428600000004,0,0,7.3,3,1.2,0
2,3,0,3,4,0,1,3,2,0.0,16,1.0,0,0.985915493,0.666666667,1,1,6.5,1,0.5,0
19,2,0,9,20,159,4,7,15,0.666666667,105,1.0,1,0.703703704,0.233082707,1,3,4.473684211,1,0.8421,0
10,4,0,9,41,17,1,9,3,0.666666667,218,1.0,1,0.771428571,0.296296296,2,4,20.5,3,1.1,0
1,1,0,4,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
6,3,0,6,17,9,1,6,3,0.6,88,1.0,0,0.8,0.3666666670000001,1,1,13.5,3,1.1667,0
3,0,0,4,18,3,1,3,3,2.0,65,0.0,0,0.0,0.4166666670000001,0,0,20.66666667,4,1.6667,0
15,1,0,4,59,105,4,1,13,2.0,518,0.0,0,0.0,0.28,0,0,33.53333333,5,1.5333,0
7,1,0,7,27,9,0,7,4,0.75,110,1.0,0,0.0,0.4,0,0,14.42857143,2,0.8571,0
4,2,0,7,17,0,1,6,4,0.5,78,1.0,1,0.571428571,0.4,0,0,18.0,2,1.0,3
5,2,0,9,21,0,1,8,3,0.25,84,1.0,2,0.636363636,0.4,1,1,15.4,1,0.8,0
7,1,0,5,11,7,2,4,5,0.7222222220000001,54,1.0,1,0.0,0.28571428600000004,0,0,6.285714286,1,0.8571,0
9,3,0,40,101,0,1,40,4,0.458333333,505,1.0,2,0.7241379309999999,0.222222222,1,1,54.77777778,1,0.8889,0
1,4,2,3,2,0,3,0,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,0,0.0,0
2,1,0,2,3,1,1,1,1,2.0,7,0.0,0,0.857142857,0.75,0,0,2.5,1,0.5,0
5,2,0,12,23,0,2,10,4,0.25,125,1.0,0,0.625,0.5,1,2,23.4,4,1.4,0
4,1,0,7,4,6,6,2,4,2.0,4,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0,3
2,1,0,5,2,1,4,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
7,1,0,11,38,21,4,9,3,2.0,167,0.0,0,0.0,0.3,0,0,22.85714286,3,1.4286,0
6,1,0,11,39,9,1,10,3,0.4,189,1.0,0,0.428571429,0.333333333,0,0,30.33333333,5,1.3333,0
39,1,0,5,97,729,2,3,38,0.9,611,0.6,0,0.0,0.121052632,0,0,14.53846154,2,1.0,0
3,1,0,3,7,0,1,2,3,0.0,21,1.0,0,0.0,0.666666667,0,0,5.666666667,1,0.6667,0
12,3,0,15,32,50,2,14,9,0.318181818,156,1.0,1,0.6333333329999999,0.333333333,1,1,11.83333333,4,1.1667,0
4,5,0,4,9,4,0,4,3,0.333333333,37,1.0,0,0.930232558,0.4,1,1,8.0,1,0.75,0
6,6,0,3,16,7,1,2,5,0.8,80,1.0,0,0.791666667,0.4166666670000001,0,0,11.66666667,3,1.1667,0
4,3,0,1,5,4,0,1,3,0.666666667,16,1.0,1,0.948717949,0.666666667,1,1,2.75,1,0.5,0
5,1,0,2,16,10,0,2,4,2.0,81,0.0,0,0.0,0.333333333,0,0,15.2,1,0.8,0
6,3,0,6,16,0,2,6,6,0.6,86,1.0,2,0.933333333,0.444444444,1,1,12.83333333,1,0.8333,0
3,5,2,6,6,3,5,1,3,1.5,17,1.0,0,1.0,0.7777777779999999,0,0,4.333333333,0,0.0,0
5,2,0,8,13,0,3,5,4,0.0,64,1.0,1,0.636363636,0.45,1,1,11.6,1,0.8,0
2,1,0,16,7,1,12,4,1,2.0,23,0.0,0,0.0,0.5,0,0,10.5,1,0.5,0
3,1,0,4,6,0,2,2,2,0.5,33,1.0,1,0.0,0.666666667,0,0,9.0,2,1.0,0
14,0,0,15,26,39,0,15,12,0.807692308,157,0.833333333,2,0.0,0.230769231,0,0,9.785714286000001,8,1.3571,0
3,0,0,8,11,1,1,7,2,0.5,41,1.0,0,0.0,0.75,0,0,12.33333333,1,0.3333,0
3,2,0,10,21,3,4,6,2,2.0,106,0.0,0,0.75,0.666666667,1,3,34.33333333,11,4.0,4
14,3,0,8,23,35,3,7,13,0.153846154,98,1.0,0,0.636363636,0.339285714,2,8,5.928571429,2,0.9286,0
7,1,0,12,62,5,1,11,2,0.75,359,0.75,1,0.0,0.361111111,0,0,49.71428571,13,2.5714,0
4,1,0,9,21,4,1,8,2,0.666666667,113,1.0,0,0.0,0.666666667,0,0,27.0,5,1.5,0
0,1,0,0,0,0,0,0,0,2.0,3,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
11,1,0,13,24,39,5,12,11,0.8,101,1.0,4,0.0,0.272727273,0,0,7.818181817999999,1,0.9091,0
3,5,0,5,4,0,2,3,3,0.5,21,1.0,2,0.894736842,0.5,0,0,5.333333333,1,0.6667,0
9,1,7,11,17,24,7,4,5,0.375,118,1.0,2,0.0,0.444444444,0,0,11.88888889,2,1.0,0
1,1,0,1,1,0,1,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
4,1,0,7,16,4,1,6,2,0.333333333,68,1.0,0,0.0,0.5,0,0,15.75,1,0.5,3
19,3,0,31,84,99,5,31,10,0.814814815,501,0.8888888890000001,5,0.552631579,0.212962963,1,1,24.89473684,9,1.5263,0
9,3,0,8,20,24,2,6,8,0.5,95,1.0,0,0.666666667,0.291666667,1,1,9.444444444,1,0.8889,0
3,1,0,3,8,0,1,2,3,0.5,29,0.0,0,0.0,0.666666667,0,0,8.0,1,0.6667,0
2,4,0,3,5,1,0,3,1,2.0,12,0.0,0,0.972972973,0.666666667,1,1,5.0,1,0.5,0
3,1,0,3,8,0,1,2,3,0.5,29,0.0,0,0.0,0.666666667,0,0,8.0,1,0.6667,0
2,1,0,18,2,1,18,0,2,2.0,2,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,0
11,1,0,7,55,35,2,5,7,0.566666667,380,1.0,0,0.0,0.35714285700000004,0,0,33.27272727,5,2.0,0
1,1,0,1,1,0,1,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
4,1,0,8,18,2,1,7,2,0.5,131,1.0,2,0.0,0.7777777779999999,0,0,31.25,3,1.5,1
2,1,0,2,3,1,0,2,2,2.0,7,0.0,0,0.0,0.75,0,0,2.5,1,0.5,0
13,1,0,8,34,64,0,8,6,0.75,322,1.0,1,0.0,0.333333333,0,0,23.53846154,5,1.3077,0
7,1,0,18,19,15,15,3,6,0.666666667,159,1.0,0,0.0,0.25,0,0,21.57142857,1,0.7143,0
2,1,0,2,3,1,1,1,1,2.0,7,0.0,0,0.857142857,0.75,0,0,2.5,1,0.5,0
7,3,0,12,24,0,2,12,1,0.666666667,108,1.0,1,0.8214285709999999,0.291666667,1,1,13.71428571,1,0.7143,0
14,1,0,22,63,47,2,20,9,0.7564102559999999,519,1.0,1,0.0,0.358974359,0,0,35.64285714,17,3.2143,3
67,2,2,29,131,2017,13,26,53,0.882575758,1285,1.0,2,0.272727273,0.096801347,0,0,17.88059701,6,1.194,4
13,5,0,16,79,0,1,16,2,0.5,744,1.0,1,0.849315068,0.25,3,6,56.0,1,0.8462,0
3,2,3,6,12,3,3,3,2,2.0,47,0.0,0,0.6,0.666666667,0,0,14.66666667,1,0.6667,0
6,3,0,10,43,3,3,10,3,0.6,204,1.0,1,0.75,0.305555556,1,1,32.66666667,6,1.6667,0
4,2,0,13,9,6,8,5,4,2.0,25,0.0,0,0.896551724,0.5,1,1,5.25,1,0.75,0
3,1,0,4,6,1,1,3,3,0.0,31,1.0,1,0.0,0.5,0,0,9.0,1,0.6667,0
2,1,0,4,2,1,2,3,2,2.0,2,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,0
4,1,0,2,16,0,2,0,4,0.333333333,92,1.0,0,0.0,0.75,0,0,21.25,4,1.5,0
8,1,25,26,13,8,25,1,6,0.666666667,94,1.0,0,0.0,1.0,0,0,10.375,1,0.875,1
1,3,0,1,2,0,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
3,1,0,3,7,0,1,2,3,0.0,21,1.0,0,0.0,0.666666667,0,0,5.666666667,1,0.6667,0
6,2,0,1,14,0,1,0,6,0.0,52,1.0,0,0.692307692,0.5,0,0,7.5,1,0.6667,0
2,1,0,5,2,1,4,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
4,1,0,3,20,6,3,0,3,2.0,133,0.0,0,0.0,0.3,0,0,32.25,7,3.25,1
1,3,0,1,2,0,0,1,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,1
4,0,2,5,24,6,2,3,1,2.0,93,0.0,0,0.0,0.4,0,0,22.25,4,1.5,0
7,2,0,12,28,13,2,10,4,0.583333333,112,1.0,0,0.583333333,0.458333333,1,1,14.71428571,2,1.0,0
8,3,0,12,30,0,1,12,5,0.642857143,114,1.0,1,0.666666667,0.314285714,1,1,12.75,2,0.875,0
1,4,0,2,2,0,1,1,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
1,5,0,1,2,0,0,1,1,2.0,6,1.0,0,1.0,1.0,0,0,4.0,0,0.0,0
3,1,0,1,41,3,0,1,2,2.0,221,0.0,0,0.0,0.333333333,0,0,72.66666667,1,0.6667,0
3,1,0,3,9,0,1,2,3,0.0,31,1.0,0,0.0,0.5,0,0,9.0,1,0.6667,0
8,1,0,1,36,0,1,0,8,0.14285714300000002,190,1.0,0,0.0,0.333333333,0,0,22.5,4,1.875,0
6,3,0,8,37,3,1,8,4,0.666666667,151,1.0,1,0.75,0.305555556,1,1,23.66666667,1,0.8333,0
8,1,0,10,33,26,2,9,2,0.7142857140000001,194,1.0,0,0.0,0.452380952,0,0,23.125,8,2.25,2
10,2,0,9,31,23,3,7,3,0.7777777779999999,182,1.0,0,0.55,0.242857143,1,5,17.1,3,1.5,0
4,3,4,14,8,6,14,0,4,2.0,20,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
4,1,0,1,4,6,1,0,4,2.0,4,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
4,2,0,1,6,0,0,1,4,0.333333333,22,1.0,0,0.666666667,0.583333333,0,0,4.25,1,0.5,0
5,0,2,9,22,10,2,7,1,2.0,145,0.0,0,0.0,0.5,0,0,28.0,4,1.8,0
3,3,0,10,25,0,1,10,2,0.0,134,1.0,0,0.913043478,0.5,1,1,43.33333333,2,1.0,0
20,1,0,27,109,148,11,19,14,0.802631579,728,1.0,3,0.0,0.210526316,0,0,35.2,10,1.95,0
9,3,0,5,20,22,0,5,9,0.791666667,91,1.0,2,0.384615385,0.4074074070000001,0,0,8.777777777999999,5,1.3333,0
15,1,0,185,15,105,184,2,15,2.0,15,0.0,0,0.0,0.228571429,0,0,0.0,1,1.0,0
8,3,0,13,32,0,1,13,5,0.642857143,115,1.0,1,0.666666667,0.314285714,1,1,12.875,2,0.875,0
4,5,0,1,13,0,0,1,3,0.833333333,47,1.0,0,0.894736842,0.5,0,0,10.25,2,0.75,0
2,1,0,4,4,0,3,1,2,0.75,25,0.0,1,0.0,0.625,0,0,9.5,1,0.5,0
2,5,2,6,4,1,4,2,2,2.0,13,0.0,0,1.0,0.875,0,0,5.5,0,0.0,0
1,1,0,14,1,0,14,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
4,1,0,5,14,0,1,5,4,0.5555555560000001,85,1.0,2,0.0,0.5,0,0,19.5,1,0.75,0
17,1,0,30,51,136,21,9,15,2.0,289,0.0,0,0.0,0.344537815,0,0,16.0,4,1.4706,1
22,3,0,15,42,211,12,6,18,0.8968253970000001,187,1.0,2,0.3,0.227272727,0,0,7.227272727000001,2,1.0909,0
23,2,0,15,35,237,8,9,19,0.795454545,174,1.0,1,0.565217391,0.246376812,1,2,6.47826087,1,0.8696,0
6,1,0,8,20,15,6,4,5,2.0,82,0.0,0,0.0,0.583333333,0,0,12.66666667,2,1.5,0
9,3,0,24,68,18,1,24,4,0.9375,442,0.333333333,0,0.75,0.35,0,0,47.44444444,8,1.7778,0
4,5,0,3,9,2,2,1,4,0.333333333,47,1.0,0,0.894736842,0.666666667,0,0,10.25,1,0.5,0
2,4,0,2,7,0,1,2,2,0.0,20,1.0,1,0.944444444,0.75,0,0,8.5,1,0.5,0
14,2,1,8,35,27,2,6,12,0.673076923,185,1.0,2,0.56,0.323076923,1,5,11.92857143,7,1.2143,4
10,4,0,5,20,23,1,4,8,0.444444444,121,1.0,1,0.957219251,0.35,1,2,10.9,3,1.2,0
6,2,16,20,9,3,16,4,4,0.4,27,1.0,1,0.583333333,0.444444444,1,1,3.333333333,1,0.8333,0
9,1,0,99,9,36,95,6,9,2.0,9,0.0,0,0.0,0.444444444,0,0,0.0,1,1.0,0
6,1,0,1,15,13,0,1,5,0.6,68,1.0,1,0.0,0.444444444,0,0,10.16666667,2,1.0,0
4,1,2,6,24,6,2,4,1,2.0,96,0.0,0,0.0,0.45,0,0,23.0,3,1.5,0
14,1,0,11,45,23,1,10,11,0.972527473,400,0.14285714300000002,0,0.0,0.192857143,0,0,26.57142857,2,1.0,2
12,1,0,10,35,6,4,6,11,0.409090909,313,1.0,1,0.0,0.305555556,0,0,24.91666667,8,2.5,0
2,3,0,4,4,0,1,4,2,0.0,16,1.0,1,0.985915493,0.666666667,1,1,6.5,1,0.5,0
1,2,0,1,2,0,0,1,1,2.0,6,1.0,0,1.0,1.0,0,0,3.0,0,0.0,0
4,3,0,6,15,4,0,6,3,0.666666667,60,1.0,0,0.945945946,0.4,1,3,13.75,1,0.5,0
15,1,0,10,75,105,10,0,9,2.0,591,0.0,0,0.0,0.276190476,0,0,38.4,11,3.4667,0
18,1,0,44,64,147,40,4,17,0.8235294120000001,404,1.0,0,0.0,0.13529411800000002,1,1,21.38888889,6,2.6667,0
4,3,0,10,22,4,2,9,4,2.0,105,0.0,0,0.88,0.583333333,0,0,25.25,7,2.25,2
2,5,0,2,6,0,1,1,2,1.0,21,1.0,0,0.944444444,0.75,0,0,8.5,1,0.5,1
4,3,0,13,25,4,1,13,2,0.666666667,129,1.0,0,0.8,0.666666667,0,0,31.0,3,1.5,0
1,1,0,10,1,0,10,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,2,0,7,14,2,2,6,3,0.625,60,1.0,0,0.5555555560000001,0.44,1,2,10.6,1,0.8,0
18,2,0,7,35,0,3,4,15,0.638655462,317,1.0,0,0.565217391,0.263888889,1,1,16.22222222,3,0.7778,0
8,1,0,3,16,0,2,1,8,0.14285714300000002,125,1.0,1,0.0,0.375,1,1,14.375,8,2.0,0
3,4,0,6,13,0,2,5,3,0.25,49,1.0,2,0.939393939,0.466666667,1,2,14.66666667,1,0.6667,0
9,1,0,3,18,30,1,2,8,0.375,79,1.0,0,0.0,0.355555556,0,0,7.666666667,1,0.7778,1
1,2,0,4,2,0,2,2,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
5,1,0,6,15,10,6,0,5,2.0,82,0.0,0,0.0,0.5,0,0,15.4,4,2.8,0
3,1,0,1,5,3,0,1,3,2.0,14,0.0,0,0.0,0.583333333,0,0,3.666666667,1,0.6667,0
11,1,0,8,30,43,4,4,11,1.014285714,163,0.14285714300000002,0,0.0,0.4,0,0,13.18181818,4,1.2727,0
