wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
3,2,0,9,22,3,1,8,2,2.0,128,0.0,0,0.92,1.0,1,1,41.66666667,9,3.3333,0
9,3,0,9,29,0,0,9,9,0.583333333,168,1.0,1,0.8222222220000001,0.444444444,0,0,17.33333333,2,1.4444,0
4,3,0,5,32,2,0,5,4,0.666666667,215,1.0,0,0.925,0.75,1,1,52.25,1,0.75,0
2,1,0,1,6,0,1,0,2,1.0,39,1.0,0,0.0,0.666666667,0,0,16.5,2,1.0,0
14,3,2,11,41,67,3,8,11,0.846153846,366,1.0,1,0.74,0.223214286,1,1,24.71428571,4,1.2857,0
19,1,0,24,81,147,17,8,7,0.8611111109999999,560,1.0,1,0.0,0.171296296,0,0,28.15789474,2,1.0,0
2,2,0,6,11,1,1,5,2,2.0,37,0.0,0,0.958333333,1.0,0,0,17.5,1,0.5,0
5,1,0,2,15,0,1,1,4,0.5,137,1.0,0,0.0,0.9,0,0,25.2,4,1.8,0
4,1,0,4,5,0,3,1,4,0.333333333,24,1.0,0,0.0,0.875,0,0,4.75,1,0.75,0
21,1,0,27,78,158,11,17,15,0.735714286,659,0.928571429,5,0.0,0.145,0,0,29.71428571,7,1.6667,1
14,3,12,20,41,0,13,7,13,0.461538462,174,1.0,1,0.74,0.392857143,0,0,11.28571429,6,1.5,0
6,1,0,7,28,1,1,6,6,0.6,173,1.0,3,0.0,0.305555556,0,0,27.33333333,1,0.8333,0
14,1,1,9,34,47,4,5,12,0.8241758240000001,279,1.0,0,0.0,0.307692308,0,0,18.42857143,6,1.8571,1
1,1,0,9,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
7,1,0,11,7,21,10,1,7,2.0,7,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
7,6,0,8,31,13,0,8,4,0.75,151,1.0,0,0.9625,0.4,4,9,20.28571429,2,1.0,0
4,1,0,5,4,6,4,1,4,2.0,4,0.0,0,0.0,0.875,0,0,0.0,1,1.0,0
44,4,0,19,91,802,6,14,40,0.94369645,724,0.947368421,2,0.644628099,0.156818182,3,3,15.02272727,7,1.4091,0
8,3,0,12,38,4,3,10,6,0.523809524,243,1.0,1,0.8409090909999999,0.35,1,4,29.0,3,1.375,0
5,1,2,59,7,0,59,1,5,0.0,33,1.0,1,0.0,0.45,0,0,5.4,2,1.0,0
11,1,0,11,61,0,0,11,8,0.913333333,517,1.0,1,0.0,0.8,0,0,44.63636364,9,2.7273,0
5,1,0,4,20,0,0,4,4,0.333333333,144,1.0,1,0.0,0.9,0,0,27.2,5,2.2,0
1,3,0,4,2,0,4,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
4,1,0,3,7,2,1,2,4,0.666666667,34,1.0,0,0.0,0.75,0,0,7.0,1,0.75,1
9,1,0,5,53,0,1,4,9,0.819444444,396,0.333333333,1,0.0,0.238095238,0,0,42.0,7,1.7778,0
2,3,0,3,8,1,1,3,2,2.0,33,0.0,0,0.96969697,1.0,0,0,15.5,1,0.5,1
4,3,0,5,12,0,0,5,4,0.333333333,48,1.0,0,0.925,0.75,0,0,10.75,1,0.75,2
17,1,0,5,39,74,1,4,13,0.65625,359,1.0,0,0.0,0.2421875,0,0,19.76470588,5,1.5882,0
8,4,0,13,65,2,0,13,6,0.916666667,608,0.166666667,0,0.917647059,0.333333333,2,2,73.5,3,1.25,0
3,2,0,8,22,3,1,7,2,1.0,152,0.0,0,0.8666666670000001,0.5,0,0,48.66666667,1,0.6667,1
20,3,0,10,60,114,5,6,14,0.605263158,557,1.0,0,0.6122448979999999,0.264285714,1,1,26.65,9,2.8,0
3,1,0,9,25,1,7,2,3,0.0,277,1.0,1,0.0,0.666666667,0,0,91.0,14,5.3333,0
8,1,0,4,39,22,1,3,6,0.7857142859999999,377,0.5,0,0.0,0.166666667,0,0,45.875,3,1.25,0
2,1,0,4,2,1,3,2,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
8,3,0,11,39,0,3,8,6,0.6571428570000001,294,1.0,1,0.8409090909999999,0.325,0,0,35.125,1,0.875,0
2,1,0,5,29,0,0,5,0,0.0,176,1.0,2,0.0,0.6,0,0,85.5,10,5.0,0
8,3,0,7,46,10,0,7,7,0.771428571,394,1.0,0,0.8409090909999999,0.375,1,1,47.625,2,1.0,0
10,3,0,7,60,41,0,7,3,0.9,748,0.6,0,0.804347826,0.28571428600000004,0,0,72.8,7,2.1,1
13,1,0,5,13,78,5,0,13,2.0,13,0.0,0,0.0,0.326923077,0,0,0.0,1,1.0,0
18,3,0,10,59,103,6,5,14,0.774509804,466,0.5,0,0.6521739129999999,0.3,0,0,24.55555556,5,1.8333,0
2,3,0,3,7,1,1,3,2,2.0,23,0.0,0,0.96969697,1.0,0,0,10.5,1,0.5,1
3,2,0,7,19,3,1,6,2,1.0,96,0.0,0,0.8666666670000001,0.5,0,0,30.66666667,1,0.6667,1
16,5,0,13,55,26,0,13,14,0.577777778,275,1.0,1,0.87704918,0.390625,3,6,16.0,5,1.375,1
5,1,0,4,13,0,0,4,5,0.5,65,1.0,0,0.0,0.8,0,0,11.6,3,1.2,0
2,2,0,7,13,1,1,6,2,2.0,66,1.0,0,0.958333333,1.0,0,0,31.5,1,0.5,0
3,2,0,8,20,3,1,7,2,1.0,150,0.0,0,0.92,0.5,0,0,48.0,1,0.6667,0
23,3,1,18,69,163,4,14,14,0.846153846,514,1.0,2,0.637931034,0.198863636,0,0,20.7826087,3,1.0435,3
7,1,0,2,52,19,0,2,2,0.944444444,412,0.0,0,0.0,0.166666667,0,0,57.42857143,6,3.0,0
13,3,0,10,78,8,1,9,9,0.75,502,0.7142857140000001,1,0.7551020409999999,0.384615385,2,3,37.07692308,8,2.0,3
18,3,0,8,55,119,0,8,15,0.882352941,474,1.0,0,0.685185185,0.472222222,0,0,24.61111111,13,2.0,0
2,3,0,3,7,1,1,3,2,2.0,23,0.0,0,0.96969697,1.0,0,0,10.5,1,0.5,1
4,1,0,4,4,6,3,1,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
8,3,0,9,32,6,0,9,6,0.685714286,201,1.0,0,0.860465116,0.30952381,1,1,23.5,6,1.5,1
5,1,0,10,5,10,10,0,5,2.0,5,0.0,0,0.0,0.533333333,0,0,0.0,1,1.0,0
8,1,0,6,25,0,5,1,7,0.6,169,1.0,0,0.0,0.4166666670000001,0,0,19.5,7,1.875,0
1,1,0,9,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
3,1,1,6,9,0,4,2,3,0.0,47,1.0,0,0.0,0.666666667,0,0,14.33333333,1,0.6667,0
3,3,0,3,14,1,0,3,3,0.5,84,1.0,0,0.948717949,0.666666667,1,1,26.66666667,1,0.6667,0
15,3,0,15,54,59,0,15,15,0.880952381,398,1.0,1,0.725490196,0.373333333,0,0,24.73333333,3,1.3333,1
6,1,0,5,6,15,4,1,6,2.0,6,0.0,0,0.0,0.444444444,0,0,0.0,1,1.0,0
5,3,0,4,17,0,0,4,5,0.666666667,101,1.0,0,0.902439024,0.533333333,1,1,18.6,1,0.8,0
26,1,0,9,62,119,1,8,24,0.68,437,1.0,4,0.0,0.317307692,0,0,15.53846154,6,1.6923,1
14,5,2,12,64,69,2,10,5,0.807692308,531,1.0,2,0.905797101,0.246031746,2,7,36.64285714,6,1.3571,0
4,2,0,10,25,6,1,9,2,1.0,183,0.0,0,0.884615385,0.5,0,0,44.5,9,2.75,0
7,1,0,6,8,0,6,0,7,0.0,89,1.0,0,0.0,0.428571429,1,1,11.57142857,4,1.0,0
11,3,0,11,38,11,3,8,10,0.683333333,287,1.0,3,0.75,0.287878788,1,1,24.54545455,3,1.9091,0
2,6,0,4,4,1,1,3,1,2.0,11,0.0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,0
10,1,0,3,13,31,1,2,10,0.703703704,76,1.0,1,0.0,0.375,0,0,6.3,2,1.1,0
3,2,0,1,9,0,0,1,1,0.0,58,1.0,1,0.7142857140000001,0.666666667,1,1,17.33333333,1,0.6667,0
3,1,0,7,15,3,1,6,1,2.0,112,0.0,0,0.0,0.444444444,0,0,36.33333333,1,0.6667,1
6,3,0,3,24,11,0,3,4,0.8,151,1.0,0,0.880952381,0.5,2,2,23.83333333,1,0.8333,0
5,1,0,58,10,8,58,0,3,0.3125,69,0.75,1,0.0,0.583333333,0,0,12.0,3,0.6,0
8,3,0,8,28,0,0,8,6,0.6785714290000001,128,1.0,1,0.8409090909999999,0.5,2,4,14.5,3,1.375,1
2,2,0,9,19,1,1,8,2,2.0,120,0.0,0,0.958333333,1.0,1,1,59.0,1,0.5,0
4,1,0,6,4,6,3,4,4,2.0,4,0.0,0,0.0,0.625,0,0,0.0,1,1.0,1
10,4,0,14,35,11,1,13,8,0.7111111109999999,216,1.0,1,0.896551724,0.32,1,1,20.1,10,2.1,1
6,3,0,5,21,1,0,5,6,0.7,136,1.0,0,0.880952381,0.4166666670000001,2,2,21.0,1,0.8333,0
50,4,1,24,82,1091,11,14,47,0.959183673,646,1.0,4,0.614173228,0.214285714,3,3,11.5,7,1.3,1
5,4,0,10,42,10,0,10,1,2.0,481,0.0,0,0.952380952,0.6,4,6,95.2,15,5.2,1
3,1,0,2,3,3,2,0,3,1.5,4,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
6,2,0,3,11,13,2,1,6,0.8,68,1.0,0,0.924242424,0.444444444,1,5,10.16666667,3,1.5,0
3,1,0,12,20,3,1,11,1,2.0,165,0.0,0,0.0,0.444444444,0,0,54.0,1,0.6667,1
10,2,7,14,24,19,10,4,5,0.666666667,146,1.0,1,0.5,0.266666667,0,0,13.3,3,1.2,0
6,4,0,9,48,5,0,9,5,0.666666667,300,1.0,0,0.939759036,0.458333333,4,5,48.5,10,2.3333,1
4,3,0,3,17,4,0,3,3,0.666666667,152,1.0,0,0.925,0.75,1,1,36.75,1,0.75,0
10,1,0,9,30,17,6,3,8,0.7333333329999999,149,1.0,0,0.0,0.25,0,0,13.4,1,0.9,0
8,3,0,5,29,0,1,4,6,0.428571429,177,1.0,0,0.833333333,0.3125,1,1,20.875,5,2.0,0
26,3,0,12,74,265,2,10,20,0.885,643,1.0,2,0.596774194,0.230769231,0,0,23.42307692,4,1.4615,1
10,3,0,6,41,21,1,6,7,0.793650794,360,1.0,0,0.804347826,0.45,0,0,34.3,2,1.1,0
5,1,0,1,36,4,1,0,4,0.583333333,375,1.0,0,0.0,0.5,0,0,73.4,10,3.6,0
3,1,0,3,9,3,1,2,2,2.0,48,0.0,0,0.0,0.666666667,0,0,15.0,1,0.6667,0
3,3,0,6,17,0,1,6,3,0.0,91,1.0,0,0.948717949,1.0,0,0,29.0,1,0.6667,0
8,3,0,5,41,10,0,5,8,0.80952381,236,1.0,0,0.8409090909999999,0.875,1,1,27.75,14,2.625,1
5,3,0,7,19,4,4,4,4,0.75,151,0.0,0,0.902439024,0.4,1,1,28.8,1,0.8,0
17,1,3,15,66,90,4,12,6,0.791666667,630,1.0,2,0.0,0.197916667,0,0,35.88235294,14,2.4118,0
11,1,8,22,86,15,8,14,4,0.728571429,887,1.0,7,0.0,0.266666667,0,0,77.72727273,22,4.6364,1
8,4,0,7,37,4,0,7,7,0.7142857140000001,277,1.0,0,0.917647059,0.46875,4,4,32.875,5,1.375,0
4,3,0,8,39,0,0,8,4,0.333333333,200,1.0,0,0.925,0.5,1,1,48.5,1,0.75,0
1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
18,3,0,10,56,119,0,10,15,0.882352941,460,1.0,0,0.685185185,0.377777778,0,0,23.83333333,13,2.0,0
2,3,0,3,7,1,1,3,2,2.0,23,0.0,0,0.96969697,1.0,0,0,10.5,1,0.5,0
4,1,0,5,4,6,4,1,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
7,3,0,7,21,0,0,7,7,0.625,144,1.0,0,0.860465116,0.342857143,1,1,19.0,5,1.4286,0
5,1,0,11,5,10,11,0,5,2.0,5,0.0,0,0.0,0.533333333,0,0,0.0,1,1.0,0
3,3,0,6,21,0,1,6,3,0.0,146,1.0,0,0.948717949,0.666666667,0,0,47.33333333,1,0.6667,0
1,1,0,9,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
7,5,0,5,17,0,1,4,5,0.7777777779999999,107,1.0,0,0.848484848,0.476190476,2,5,13.85714286,5,1.2857,0
3,1,1,7,9,0,5,2,3,0.0,47,1.0,0,0.0,0.666666667,0,0,14.33333333,1,0.6667,0
6,4,0,10,33,0,0,10,6,0.6,511,1.0,0,0.939759036,0.5555555560000001,1,1,83.5,1,0.8333,0
10,4,0,16,36,3,4,12,10,0.583333333,246,1.0,2,0.795454545,0.266666667,1,3,23.2,7,2.3,0
1,1,0,15,1,0,14,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
8,5,0,6,26,0,1,5,5,0.571428571,164,1.0,0,0.8235294120000001,0.375,2,5,19.125,4,1.125,0
4,3,0,6,16,0,0,6,4,0.333333333,46,1.0,0,0.925,0.625,1,1,10.25,1,0.75,0
3,2,0,9,26,3,1,8,2,2.0,147,0.0,0,0.92,1.0,1,1,48.0,10,3.6667,0
3,4,0,4,20,3,0,4,1,1.5,124,1.0,0,0.960784314,1.0,2,3,40.0,8,3.0,0
3,1,0,3,3,3,2,1,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
2,3,0,0,3,1,0,0,2,2.0,7,0.0,0,0.909090909,0.75,1,1,2.5,1,0.5,0
3,1,0,3,17,0,2,1,3,0.25,196,1.0,0,0.0,0.666666667,0,0,63.0,2,1.0,0
15,3,2,10,47,73,2,8,12,0.865079365,452,1.0,1,0.725490196,0.225,1,1,28.53333333,12,1.8,0
1,1,0,8,1,0,6,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
3,4,0,5,24,3,0,5,1,1.5,163,1.0,0,0.960784314,1.0,2,3,53.0,11,4.0,0
7,5,0,5,19,1,1,4,5,0.523809524,285,1.0,0,0.848484848,0.476190476,2,5,38.71428571,4,1.1429,0
1,1,0,2,1,0,1,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,2,0,5,37,4,0,5,2,0.5,250,1.0,0,0.8,0.5,1,3,48.8,11,2.8,0
12,3,0,11,64,0,0,11,9,0.6181818179999999,581,1.0,0,0.770833333,0.238095238,0,0,47.0,20,3.4167,0
21,4,0,11,56,24,0,11,19,0.7875,715,1.0,0,0.7959183670000001,0.28571428600000004,3,4,32.66666667,16,2.1905,0
3,4,0,8,22,0,0,8,2,0.0,104,1.0,1,0.962264151,0.5,2,2,33.33333333,5,2.0,0
6,3,0,9,32,0,0,9,6,0.6,216,1.0,2,0.880952381,0.333333333,2,2,34.5,1,0.8333,0
4,3,0,4,15,0,0,4,4,0.833333333,70,0.5,0,0.909090909,0.583333333,0,0,16.0,3,1.5,0
8,5,0,6,26,0,1,5,5,0.571428571,167,1.0,0,0.8235294120000001,0.375,2,5,19.5,4,1.125,0
2,6,0,4,4,1,0,4,1,2.0,11,0.0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,0
3,1,0,0,7,0,0,0,3,0.0,19,1.0,0,0.0,0.666666667,0,0,5.0,1,0.6667,0
10,3,0,2,20,21,0,2,9,0.6,130,1.0,0,0.804347826,0.4,1,1,11.5,1,0.9,0
4,1,0,3,23,4,1,2,1,0.333333333,174,1.0,0,0.0,0.583333333,0,0,42.0,3,1.25,0
3,2,0,5,12,3,1,4,1,2.0,40,0.0,0,0.857142857,0.666666667,0,0,12.33333333,1,0.6667,0
17,5,0,15,57,22,0,15,15,0.583333333,298,1.0,1,0.8699186990000001,0.264705882,4,7,16.35294118,4,1.2353,0
6,1,0,14,24,15,14,0,5,1.0,116,0.0,0,0.0,0.3,0,0,18.16666667,2,1.0,0
9,3,0,4,41,14,0,4,8,0.791666667,334,1.0,0,0.8222222220000001,0.355555556,1,1,35.44444444,11,2.0,1
7,5,0,5,22,0,1,4,5,0.5555555560000001,150,1.0,0,0.848484848,0.476190476,2,5,20.0,4,1.1429,0
2,2,0,7,13,1,1,6,2,2.0,66,1.0,0,0.958333333,1.0,0,0,31.5,1,0.5,0
7,5,0,5,18,0,1,4,5,0.5555555560000001,113,1.0,0,0.848484848,0.476190476,2,4,14.71428571,4,1.1429,0
19,1,8,23,92,81,8,15,4,0.7125603859999999,899,1.0,9,0.0,0.23015873,0,0,45.10526316,30,4.2632,1
4,2,0,4,16,0,0,4,4,0.333333333,59,1.0,0,0.842105263,0.875,1,1,13.5,5,1.75,0
29,1,0,5,66,348,2,3,12,0.810714286,567,0.9,2,0.0,0.317241379,0,0,18.20689655,11,1.3793,0
1,1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
16,1,3,13,38,80,6,7,12,0.876190476,334,0.857142857,0,0.0,0.28571428600000004,0,0,19.4375,8,1.6875,0
1,1,0,18,1,0,17,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,4,0,4,4,0,1,3,1,0.0,16,1.0,1,0.9375,0.666666667,1,1,6.5,1,0.5,0
5,1,0,3,9,0,1,2,5,0.666666667,64,1.0,0,0.0,0.533333333,0,0,11.2,1,0.8,0
9,2,0,12,50,24,8,6,2,0.85,288,1.0,1,0.68,0.296296296,1,1,30.44444444,2,1.0,0
7,6,0,9,32,13,0,9,4,0.75,150,1.0,0,0.9625,0.4,4,9,20.14285714,2,1.0,1
2,6,0,4,4,1,0,4,1,2.0,11,0.0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,0
7,5,0,5,18,0,1,4,5,0.708333333,126,1.0,0,0.848484848,0.476190476,2,5,16.42857143,5,1.2857,0
